%Time ,Heat_cons,ElecHigh,ElecLow,CO2_cons,Irr,Drain
43888, 1.9527,1.5,0.940666667,0.038088333,4.68,1.74
43889, 1.6254,1.5,0.940666667,0.046396667,4.68,2.01
43890, 1.4352,1.2,0.940666667,0.059240833,4.68,1.97
43891, 1.7859,1.0,0.940666667,0.0490875,4.68,1.77
43892, 1.4535,1.5,0.940666667,0.037110833,4.68,2.04
43893, 1.239,0.8,0.940666667,0.050768333,4.68,1.85
43894, 1.1052,0.7,0.940666667,0.049695833,4.94,2.05
43895, 1.5381,1.6,0.940666667,0.0371425,4.94,2.48
43896, 1.0158,1.5,0.948833333,0.055263333,4.94,2.3
43897, 1.2045,0.8,0.951166667,0.0551825,4.94,0.2
43898, 1.7157,1.6,0.94025,0.0395925,4.94,2.22
43899, 1.5204,1.5,0.951166667,0.043995833,6.24,2.73
43900, 0.8472,1.5,0.948833333,0.043008333,5.98,2.62
43901, 0.7206,1.0,0.94975,0.057356667,5.46,2.72
43902, 0.9378,0.7,0.94975,0.073865833,5.72,2.14
43903, 1.1097,1.4,0.950833333,0.052120833,5.72,2.79
43904, 1.3596,1.0,0.94975,0.043981667,5.72,2.61
43905, 1.1583,1.6,0.94975,0.049380833,5.46,2.55
43906, 0.7851,0.8,0.94975,0.052346667,6.5,3.07
43907, 1.0968,0.7,0.94975,0.052143333,6.5,3.14
43908, 0.6645,1.1,0.952,0.054983333,5.72,2.75
43909, 0.7803,1.6,0.952,0.053413333,5.46,2.89
43910, 0.7992,1.6,0.952,0.0552225,5.2,2.43
43911, 2.4114,0.6,0.940666667,0.071291667,6.5,2.67
43912, 2.2917,0.6,0.950833333,0.067855833,7.02,3.05
43913, 2.4132,0.4,0.940666667,0.0632425,7.54,3.17
43914, 1.3593,0.5,0.94975,0.0680975,7.28,3.22
43915, 1.5747,0.4,0.940666667,0.070399167,8.58,4.42
43916, 1.1181,0.5,0.940666667,0.069739167,8.58,4.59
43917, 1.0884,0.5,0.904416667,0.066171667,7.28,3.49
43918, 1.4574,0.4,0.904416667,0.069800833,7.02,3
43919, 1.9134,0.4,0.600666667,0.0639225,7.54,3.29
43920, 1.2594,0.9,0.700416667,0.0427525,5.98,2.64
43921, 1.6287,0.5,0.746666667,0.067066667,7.54,3.32
43922, 1.0278,1.0,0.74525,0.03761,6.24,2.83
43923, 0.717,1.0,0.725333333,0.051625,6.76,3.76
43924, 0.609,1.2,0.725333333,0.061365,8.06,4.5
43925, 0.7074,0.7,0.691333333,0.0907175,8.06,3.72
43926, 0.7095,0.7,0.690416667,0.11447,8.32,3.81
43927, 0.5871,0.8,0.69,0.105574167,7.8,3.07
43928, 0.6744,0.6,0.645583333,0.100793333,8.58,4.14
43929, 0.4068,0.4,0.645083333,0.092786667,8.58,4.28
43930, 0.474,0.5,0.642833333,0.077724167,8.58,4.26
43931, 1.0029,0.4,0.6095,0.089198333,9.1,4.42
43932, 0.4473,0.4,0.599333333,0.091716667,9.1,4.5
43933, 0.2235,0.4,0.598833333,0.077258333,8.58,4.69
43934, 0.9975,0.6,0.589333333,0.067685833,8.32,4.14
43935, 0.4791,1.1,0.588416667,0.048099167,6.24,3.04
43936, 0.4035,0.4,0.5875,0.075286667,9.36,5.03
43937, 0.3981,0.4,0.578,0.0847225,9.36,4.98
43938, 0.5679,0.4,0.566666667,0.090823333,9.36,4.77
43939, 0.4011,1.7,0.577083333,0.058928333,5.72,3.01
43940, 0.3777,0.3,0.57575,0.098489167,9.36,4.93
43941, 0.6669,0.3,0.56575,0.098678333,9.36,4.83
43942, 0.6225,0.3,0.564833333,0.105404167,9.36,4.5
43943, 0.5745,0.2,0.472916667,0.105788333,9.36,4.56
43944, 0.6054,0.2,0.33075,0.0944425,9.1,4.28
43945, 0.3324,0.2,0.33075,0.092916667,9.36,4.27
43946, 0.7797,0.4,0.33075,0.047309167,7.54,4.38
43947, 0.8226,0.3,0.324,0.062679167,9.1,4.35
43948, 0.3873,0.2,0.324,0.083108333,9.36,4.4
43949, 0.7929,1.9,0.532666667,0.034811667,5.2,2.74
43950, 0.594,1.0,0.53175,0.055545833,5.46,2.47
43951, 0.6135,0.2,0.53175,0.0653925,7.02,3.53
43952, 0.954,0.0,0.51,0.049161667,5.46,2.34
43953, 0.6864,0.0,0.30375,0.070216667,7.54,3.65
43954, 0.4539,0.0,0,0.040548333,6.24,2.9
43955, 0.8883,0.0,0,0.0783,7.54,3.14
43956, 1.2276,0.0,0.3105,0.094863333,7.8,3.62
43957, 1.2324,0.0,0.30375,0.084155,7.8,2.89
43958, 0.7887,0.0,0.3105,0.082550833,7.8,3.35
43959, 0.7365,0.0,0,0.038445,7.28,3.64
43960, 0.9942,0.0,0.2295,0.070169167,7.28,3.07
43961, 1.7202,0.0,0,0.03358,4.94,1.44
43962, 2.6571,0.0,0,0.065819167,5.98,2.5
43963, 2.8587,0.0,0,0.041831667,4.94,1.68
43964, 3.4755,0.0,0,0.032378333,5.2,1.49
43965, 2.8713,0.0,0,0.060160833,5.46,2.04
43966, 2.3925,0.0,0,0.070210833,4.16,1.57
43967, 2.2035,0.0,0,0.039140833,4.42,0.94
43968, 1.9512,0.0,0,0.07277,4.68,1.66
43969, 1.4007,0.0,0,0.076618333,4.68,1.3
43970, 0.5025,0.0,0,0.033394167,4.68,1.2
43971, 0.2985,0.0,0,0.028916667,4.16,0.86
43972, 0.2157,0.0,0,0.020703333,4.68,1.29
43973, 0.1983,0.0,0,0.016943333,3.12,0.88
43974, 0.3699,0.0,0,0.016701667,4.16,1.77
43975, 0.8859,0.0,0,0.003646667,2.08,0.25
43976, 0.4404,0.0,0,0.017106667,3.12,1.22
43977, 0.4143,0.0,0,0.014335833,2.86,0.08
43978, 0.4182,0.0,0,0.017711667,2.86,0.08
43979, 0.9303,0.0,0,0.01748,2.86,0
43980, 0.8394,0.0,0,0.021218333,2.86,0.08
