%Time ,Heat_cons,ElecHigh,ElecLow,CO2_cons,Irr,Drain
43863,1.5186,1.835166667,1.001,0.07566,3.3813,3.52
43864,1.4421,1.835166667,0.818,0.081588333,3.3813,0.9
43865,2.3103,1.82325,0.818,0.0631225,3.3813,0.85
43866,1.2777,1.835166667,0.818916667,0.058605833,3.3813,0.72
43867,1.1778,1.91975,0.818,0.066869167,3.6414,1.03
43868,1.0911,1.978166667,0.899,0.068379167,3.6414,1.09
43869,1.5246,1.96625,0.98375,0.062146667,3.6414,1.22
43870,1.4832,1.96625,0.985583333,0.089195833,3.6414,1.28
43871,1.0275,1.96625,0.984666667,0.104654167,3.6414,1.05
43872,1.3344,1.96625,0.98375,0.092288333,3.6414,1.24
43873,1.1985,1.96625,0.984666667,0.088376667,3.3813,0.71
43874,2.0457,1.96625,0.984666667,0.062544167,3.3813,0.87
43875,0.7788,1.96625,0.985583333,0.079268333,3.3813,0.92
43876,0.5592,1.96625,0.984666667,0.091643333,3.1212,0.77
43877,0.9078,1.978166667,0.984666667,0.123939167,2.8611,0.56
43878,0.9798,1.978166667,0.985583333,0.0896675,2.8611,0.46
43879,0.8832,1.96625,0.984666667,0.09434,2.8611,0.25
43880,0.8433,1.835166667,0.995833333,0.082203333,3.3813,0.59
43881,0.8034,1.835166667,0.995833333,0.090621667,3.3813,0.53
43882,0.8451,1.835166667,0.995833333,0.0774875,3.3813,0.72
43883,1.0593,1.835166667,0.995833333,0.086921667,3.6414,0.91
43884,1.4043,1.835166667,0.995833333,0.089284167,3.3813,0.74
43885,1.7796,1.835166667,0.995833333,0.058745833,3.3813,0.78
43886,1.2735,1.132083333,0.995833333,0.066105833,2.8611,0.46
43887,1.5045,1.835166667,0.995833333,0.051843333,3.3813,0.51
43888,1.8789,1.82325,0.995833333,0.047365833,3.1212,0.7
43889,0.9762,1.835166667,0.995833333,0.057798333,3.1212,0.66
43890,1.1256,1.82325,0.995833333,0.083378333,3.1212,0.54
43891,1.011,1.82325,0.995833333,0.06935,3.1212,0.31
43892,1.2018,1.82325,0.995833333,0.048451667,3.3813,0.66
43893,0.9396,1.845833333,0.995833333,0.066628333,3.3813,0.5
43894,0.7845,1.82325,0.995833333,0.058631667,3.3813,0.47
43895,0.9012,1.859,0.995833333,0.041304167,3.3813,1.09
43896,0.828,1.870916667,0.995833333,0.056231667,3.9015,1.08
43897,0.8331,1.859,0.995833333,0.063918333,3.9015,2.627272727
43898,0.9435,1.859,0.998416667,0.063470833,3.9015,2.41
43899,0.8853,1.82325,1.001,0.066464167,3.1212,0.75
43900,0.8991,1.82325,0.995833333,0.067994167,3.1212,0
43901,0.8169,1.68025,0.995833333,0.081293333,3.3813,0
43902,0.9492,1.692166667,0.995833333,0.079549167,3.1212,0.12
43903,0.816,1.859,0.993916667,0.05119,3.1212,0.17
43904,0.8082,1.859,0.993916667,0.054295,3.1212,0.2
43905,0.8184,1.82325,0.993916667,0.059105,3.3813,0.48
43906,0.7581,1.82325,0.993916667,0.05945,3.1212,0.16
43907,0.774,1.82325,0.993916667,0.075141667,3.3813,0.18
43908,0.7458,1.82325,0.9955,0.07012,3.3813,0.39
43909,0.7476,1.835166667,0.994166667,0.046688333,3.9015,1.07
43910,0.8076,1.835166667,0.9955,0.0536225,3.9015,0.85
43911,0.8316,1.82325,0.994833333,0.07418,3.9015,0.26
43912,0.7992,1.82325,0.9955,0.0724175,4.1616,0.23
43913,0.8004,1.82325,0.994833333,0.071651667,4.4217,0.39
43914,0.7953,1.835166667,0.993916667,0.0672475,4.1616,0.46
43915,0.7461,1.82325,0.993916667,0.068665833,3.3813,0.08
43916,0.7548,1.82325,0.995833333,0.07179,3.9015,0.22
43917,0.7482,1.82325,0.994833333,0.077729167,5.4621,0.97
43918,0.7959,0,0.7005,0.04997,6.5025,1.01
43919,1.3854,0.00675,0.431416667,0.037540833,5.9823,0
43920,1.3338,0.405166667,0.709833333,0.035741667,5.202,1.16
43921,0.9696,0.524333333,0.858,0.067394167,4.9419,1.21
43922,0.8814,0.524333333,0.715,0.038520833,5.202,1.83
43923,0.8172,0.524333333,0.715,0.049280833,4.6818,1.39
43924,0.8166,0.524333333,0.715,0.054141667,7.2828,3.52
43925,0.8787,0.524333333,0.715,0.072266667,6.5025,2.21
43926,0.7812,0.524333333,0.715,0.080713333,9.8838,4.37
43927,0.7485,0.953333333,0.715,0.08229,5.7222,1.15
43928,0.7095,0.881833333,0.715,0.08103,10.1439,4.39
43929,0.6609,0.881833333,0.715,0.064730833,7.0227,2.22
43930,0.6864,0.881833333,0.715,0.087729167,8.3232,3.07
43931,0.7353,0.50625,0.405,0.077248333,9.3636,3.62
43932,0.6894,0.881833333,0.61425,0.090505833,8.8434,3.4
43933,0.7155,0.881833333,0.715,0.084291667,8.8434,3.44
43934,0.7722,0.881833333,0.715,0.080300833,7.803,2.54
43935,0.7944,0.881833333,0.715,0.053055833,5.4621,1.81
43936,0.7788,0.89375,0.715,0.083565833,5.4621,1.26
43937,0.7248,0.876666667,0.715,0.096199167,5.4621,1.1
43938,0.7629,0.89375,0.595833333,0.097675,5.4621,1.2
43939,0.7812,1.096333333,0.715,0.0567825,3.3813,0.33
43940,0.7278,0.881833333,0.715,0.110565,8.0631,2.22
43941,0.7644,0.3575,0.715,0.115568333,5.4621,0.9
43942,0.7302,0.3575,0.715,0.116050833,8.3232,2.32
43943,0.7098,0.345583333,0.715,0.109999167,8.3232,2.84
43944,0.6888,0.3575,0.715,0.098824167,8.3232,2.47
43945,0.7233,0.3575,0.715,0.095214167,8.5833,3.11
43946,0.7506,0.345583333,0.715,0.051393333,8.8434,4.18
43947,0.747,0.345583333,0.715,0.068403333,8.5833,2.16
43948,0.7197,0.345583333,0.715,0.092230833,8.5833,0.55
43949,1.2522,0.345583333,0.715,0.0337525,8.5833,1.24
43950,0.7509,0.345583333,0.715,0.054589167,8.5833,4.46
43951,0.7587,0.881833333,0.715,0.0948725,5.7222,1.51
43952,0.903,0.89375,0.715,0.074536667,5.4621,1.57
43953,0.7413,0.82225,0.715,0.0995375,5.7222,1.39
43954,0.7179,0,0,0.044275833,5.7222,1.33
43955,0.7317,0.011916667,0,0.066381667,5.9823,1.03
43956,0.7506,0.345583333,0.715,0.097826667,8.5833,2.29
43957,0.744,0.06075,0.684,0.079779167,7.803,2.24
43958,0.7314,0.06525,0.435,0.0595325,7.803,2.67
43959,0.6819,0.06525,0.435,0.0623225,8.0631,2.66
43960,0.6744,0.06525,0.435,0.091718333,8.0631,2.35
43961,0.7431,0.06525,0.435,0.069700833,6.2424,2.2
43962,0.7545,0.06525,0.435,0.088965,8.0631,2.79
43963,0.7395,0.06525,0.25375,0.05749,5.7222,2.2
43964,0.7515,0.06525,0.435,0.053885,4.9419,1.88
43965,0.7575,0.06525,0.435,0.079101667,4.1616,1.29
43966,0.7101,0,0.36925,0.031055833,3.3813,0.26
43967,0.6261,0,0,0.022375833,4.6818,1.09
43968,0.741,0,0,0.026728333,5.4621,0.92
43969,0.6123,0,0,0.026258333,5.9823,1.29
43970,0.5067,0,0,0.0258325,6.2424,1.83
43971,0.4614,0,0,0.024306667,5.9823,1.81
43972,0.552,0,0,0.025450833,4.6818,0.78
43973,0.5985,0,0,0.019721667,4.4217,1.44
43974,0.6504,0,0,0.0298225,4.4217,1
43975,0.8286,0,0,0.007829167,4.6818,2.28
43976,0.6342,0,0,0.030173333,4.4217,1.08
43977,0.6114,0,0,0.026921667,4.4217,0.79
43978,0.5643,0,0,0.024385833,4.6818,1.01
43979,0.6498,0,0,0.0240825,4.4217,0.82
43980,0.4917,0,0,0.0322175,60.20132727,0.27
