Timestamp,Barcode,Total Weight,Fruit Number,Fruit Fresh Weight (3),Brix,Truss Weight,Total Fruit Weight,Fruit Dry Weight (3),D/F,Total DW,Individual Fruit Weight,Red fruit weight,FW:DW,Drymatter%,Notes,,,,,,,,,,,,,
2/18/2021 14:46:33,1-6-a,65.34,9,20.55,10.9,12.09,53.33,2.36,0.114841849148418,6.12451581508516,5.92555555555556,6.85,8.70762711864407,11.4841849148418,,,,,,,,,,,,,,
2/18/2021 15:14:57,1-6-b,54.93,7,18.73,10.6,15.55,39.35,2.46,0.131340096102509,5.16823278163374,5.62142857142857,6.24333333333333,7.61382113821138,13.1340096102509,,,,,,,,,,,,,,
2/18/2021 14:40:44,1-7-a,73.88,7,26.41,10.5,12.26,61.62,2.79,0.105641802347596,6.50964786065884,8.80285714285714,8.80333333333333,9.46594982078853,10.5641802347596,,,,,,,,,,,,,,
2/18/2021 15:18:23,1-7-b,65.55,9,16.09,10.4,16,49.5,2.22,0.137973896830329,6.82970789310131,5.5,5.36333333333333,7.24774774774775,13.7973896830329,,,,,,,,,,,,,,
2/18/2021 14:53:36,1-8-a,53.85,7,19.56,10.9,11.74,38.29,2.53,0.129345603271984,4.95264314928425,5.47,6.52,7.73122529644269,12.9345603271984,,,,,,,,,,,,,,
2/18/2021 15:16:29,1-8-b,39.95,4,19.34,10.8,13.12,26.81,2.36,0.122026887280248,3.27154084798345,6.7025,6.44666666666667,8.19491525423729,12.2026887280248,,,,,,,,,,,,,,
2/18/2021 14:52:04,1-9-a,33.64,6,8.29,10.8,14.12,19.52,1.11,0.133896260554885,2.61365500603136,3.25333333333333,2.76333333333333,7.46846846846847,13.3896260554885,,,,,,,,,,,,,,
2/18/2021 15:13:21,1-9-b,42.14,9,9.68,12.4,16.49,25.65,1.72,0.177685950413223,4.55764462809917,2.85,3.22666666666667,5.62790697674419,17.7685950413223,,,,,,,,,,,,,,
2/18/2021 14:50:51,1-10-a,44.46,7,14.19,10,9.97,34.74,1.63,0.114869626497533,3.99057082452431,4.96285714285714,4.73,8.70552147239264,11.4869626497533,,,,,,,,,,,,,,
2/18/2021 15:11:39,1-10-b,43.81,7,12.97,10.8,12.08,31.72,1.38,0.106399383191981,3.37498843484965,4.53142857142857,4.32333333333333,9.39855072463768,10.6399383191981,1 green fruit,,,,,,,,,,,,,
2/18/2021 14:42:41,1-11-a,108.95,10,27.31,10.8,13.6,95.54,2.66,0.097400219699744,9.30561699011351,9.554,9.10333333333333,10.2669172932331,9.74002196997437,,,,,,,,,,,,,,
2/18/2021 15:09:22,1-11-b,47.06,8,13.96,11.2,11.41,35.61,1.86,0.13323782234957,4.7445988538682,4.45125,4.65333333333333,7.50537634408602,13.323782234957,,,,,,,,,,,,,,
2/18/2021 14:44:27,1-12-a,85.67,10,22.67,10.9,11.98,73.81,2.61,0.115130127922364,8.49775474194971,7.381,7.55666666666667,8.68582375478927,11.5130127922364,,,,,,,,,,,,,,
2/18/2021 15:03:51,1-12-B,97.85,13,32.01,10.4,26.34,71.26,3.58,0.11184004998438,7.96972196188691,5.48153846153846,10.67,8.94134078212291,11.184004998438,,,,,,,,,,,,,,
2/18/2021 15:55:04,2-1-a,74.24,10,23.19,10.7,9.86,64.29,3.14,0.135403191030617,8.70507115135835,6.429,7.73,7.38535031847134,13.5403191030617,,,,,,,,,,,,,,
2/18/2021 15:36:50,2-1-b,107.6,13,21.98,10.2,9.68,97.85,2.62,0.119199272065514,11.6636487716106,7.52692307692308,7.32666666666667,8.38931297709923,11.9199272065514,,,,,,,,,,,,,,
2/18/2021 15:53:11,2-2-a,61.01,8,18.05,10.2,7.01,53.91,1.81,0.100277008310249,5.40593351800554,6.73875,6.01666666666667,9.97237569060773,10.0277008310249,,,,,,,,,,,,,,
2/18/2021 15:22:12,2-2-b,53.15,7,19.5,10.7,8.05,45.07,1.95,0.1,4.507,6.43857142857143,6.5,10,10,,,,2/18/2021 15:46:20,2-10-a,36.38,7,10.73,13.2,10.6,25.79,7.63,,
2/18/2021 15:51:30,2-3-a,65.38,8,19.27,11.1,10.96,54.36,2.04,0.105864037363778,5.75476907109497,6.795,6.42333333333333,9.44607843137254,10.5864037363778,,,,2/18/2021 15:34:47,2-10-b,69.22,7,21.53,12,8.75,60.48,8.69,,
2/18/2021 16:00:06,2-3-b,70.77,8,20.23,10,8.82,61.92,1.94,0.095897182402373,5.93795353435492,7.74,6.74333333333333,10.4278350515464,9.58971824023727,,,,2/18/2021 16:01:29,2-11-a,32.54,7,12.74,11.1,6.39,26.08,7.44,,
2/18/2021 15:58:37,2-4-a,87.89,11,19.26,10.8,9.59,78.28,2.46,0.127725856697819,9.9983800623053,7.11636363636364,6.42,7.82926829268292,12.7725856697819,,,,2/18/2021 15:31:14,2-11-b,19.94,4,8,,8.74,11.2,7.12,,
2/18/2021 15:23:43,2-4-b,75.16,10,18.79,10.5,10.27,64.77,1.9,0.10111761575306,6.54938797232571,6.477,6.26333333333333,9.88947368421052,10.111761575306,,,,2/18/2021 16:03:08,2-12-a,75.82,10,24.74,13.8,11.39,64.41,8.71,,
2/18/2021 15:56:45,2-5-a,84.4,10,23.44,10.9,12.34,72.02,2.73,0.116467576791809,8.38799488054608,7.202,7.81333333333333,8.58608058608058,11.6467576791809,,,,2/18/2021 15:38:39,2-12-b,55.36,7,17.71,11.2,8.46,46.85,8.08,,
2/18/2021 15:20:41,2-5-b,124.91,10,32.98,10.7,12.33,112.47,3.24,0.09824135839903,11.0492055791389,11.247,10.9933333333333,10.179012345679,9.82413583990297,,,,,,,,,,,,,,
2/18/2021 15:49:46,2-6-a,106.81,9,33.88,8.9,11.7,95.04,3.01,0.088842975206612,8.44363636363636,10.56,11.2933333333333,11.2558139534884,8.88429752066115,3.51,,,,,,,,,,,,,
2/18/2021 15:25:47,2-6-b,108.5,11,30.07,9.7,11.98,96.51,3.05,0.101429996674426,9.78900897904889,8.77363636363636,10.0233333333333,9.85901639344262,10.1429996674426,1 green fruit,,,,2/18/2021 15:05:29,1-12-b,50.05,7,17.26,10.1,12.65,37.39,8.09,2
2/18/2021 15:47:56,2-7-a,111.05,11,28.23,12.8,17.79,93.21,3.3,0.116896918172157,10.8959617428268,8.47363636363636,9.41,8.55454545454545,11.6896918172157,,,,,2/18/2021 15:03:51,1-12-b-1,47.8,6,14.75,10.7,13.69,33.87,7.67,
2/18/2021 15:33:15,2-7-b,75.83,11,19.95,11.5,10.38,65.43,2.23,0.111779448621554,7.31372932330827,5.94818181818182,6.65,8.94618834080717,11.1779448621554,,,,,2/18/2021 15:03:51,1-12-B,97.85,13,32.01,10.4,26.34,71.26,15.76,
2/18/2021 15:42:37,2-8-a,121.16,11,27.84,11.2,16.69,104.43,2.93,0.105244252873563,10.9906573275862,9.49363636363636,9.28,9.50170648464164,10.5244252873563,,,,,,,,,,,,,,
2/18/2021 15:27:34,2-8-b,85.6,9,25.15,10,10.58,75.01,2.74,0.108946322067594,8.17206361829026,8.33444444444445,8.38333333333333,9.17883211678832,10.8946322067594,,,,,,,,,,,,,,
2/18/2021 15:40:40,2-9-a,107.44,12,25.11,11,14.87,92.59,3.14,0.125049780963759,11.5783592194345,7.71583333333333,8.37,7.9968152866242,12.504978096376,,,,,,,,,,,,,,
2/18/2021 15:29:45,2-9-b,99.57,12,18.01,11.7,14.83,84.72,2.08,0.115491393670183,9.78443087173792,7.06,6.00333333333333,8.65865384615385,11.5491393670183,,,,,,,,,,,,,,
2/18/2021 15:46:20,2-10-a,36.38,7,10.73,13.2,10.6,25.79,1.54,0.143522833178006,3.70145386766076,3.68428571428571,3.57666666666667,6.96753246753247,14.3522833178006,,,,,,,,,,,,,,
2/18/2021 15:34:47,2-10-b,69.22,7,21.53,12,8.75,60.48,2.6,0.120761727821644,7.30366929865304,8.64,7.17666666666667,8.28076923076923,12.0761727821644,,,,,,,,,,,,,,
2/18/2021 16:01:29,2-11-a,32.54,7,12.74,11.1,6.39,26.08,1.35,0.10596546310832,2.76357927786499,3.72571428571429,4.24666666666667,9.43703703703703,10.596546310832,,,,,,,,,,,,,,
2/18/2021 15:31:14,2-11-b,19.94,4,8,,8.74,11.2,1.03,0.12875,1.442,2.8,2.66666666666667,7.76699029126213,12.875,,,,,,,,,,,,,,
2/18/2021 16:03:08,2-12-a,75.82,10,24.74,13.8,11.39,64.41,2.62,0.105901374292644,6.82110751818917,6.441,8.24666666666667,9.44274809160305,10.5901374292644,,,,,,,,,,,,,,
2/18/2021 15:38:39,2-12-b,55.36,7,17.71,11.2,8.46,46.85,1.99,0.112365894974591,5.26434217955957,6.69285714285714,5.90333333333333,8.89949748743718,11.2365894974591,,,,,,,,,,,,,,
