Timestamp,Barcode,Total Weight,Fruit Number,Fruit Fresh Weight (3),Brix,Truss Weight,Total Fruit Weight,Fruit Dry Weight (3),D/F,Total DW,Individual Fruit Weight,Red fruit weight,FW:DW,Drymatter%,Notes
1/11/2021 13:02:28,2-1-A,68.59,9,19.18,11.5,8.44,59.47,2.41,0.125651720542232,7.47250782064651,6.60777777777778,6.39333333333333,7.95850622406639,12.5651720542232,
1/11/2021 12:15:37,2-1-B,59.65,9,17.03,10.9,8.36,50.81,2.02,0.118614210217264,6.02678802113917,5.64555555555556,5.67666666666667,8.43069306930693,11.8614210217264,
1/11/2021 12:57:33,2-2-A,84.27,11,19.21,9,8.11,75.43,1.81,0.09422175950026,7.10714731910464,6.85727272727273,6.40333333333333,10.6132596685083,9.42217595002603,
1/11/2021 12:13:55,2-2-B,87.43,9,34.26,9.4,7.99,79.17,3.12,0.09106830122592,7.20987740805604,8.79666666666667,11.42,10.9807692307692,9.10683012259195,
1/11/2021 12:54:52,2-3-A,94.63,11,23.54,9.3,8.56,85.72,2.15,0.091333899745115,7.82914188615123,7.79272727272727,7.84666666666667,10.9488372093023,9.13338997451147,
1/11/2021 12:29:45,2-3-B,70.72,7,24.42,9.1,7.24,63.26,2,0.081900081900082,5.18099918099918,9.03714285714286,8.14,12.21,8.19000819000819,
1/11/2021 12:28:04,2-4-A,44.59,6,16.88,10.7,7.46,36.94,2.35,0.139218009478673,5.14271327014218,6.15666666666667,5.62666666666667,7.18297872340426,13.9218009478673,
1/11/2021 12:41:38,2-4-B,63.44,8,20.89,10.2,7.41,55.65,1.5,0.071804691239828,3.99593106749641,6.95625,6.96333333333333,13.9266666666667,7.18046912398277,
1/11/2021 12:44:13,2-5-A,73.47,9,23.22,9.9,6.98,65.95,2.02,0.086993970714901,5.73725236864772,7.32777777777778,7.74,11.4950495049505,8.69939707149009,
1/11/2021 12:31:33,2-5-B,111.178,11,28.29,10.1,8.63,102.04,2.71,0.095793566631319,9.77477553905974,9.27636363636364,9.43,10.4391143911439,9.57935666313185,
1/11/2021 12:45:38,2-6-A,38.57,6,11.44,9.1,6.02,32.92,1.06,0.092657342657343,3.05027972027972,5.48666666666667,3.81333333333333,10.7924528301887,9.26573426573427,
1/11/2021 12:49:41,2-6-B,85.53,11,24.74,8.5,8.21,77.21,2.1,0.084882780921585,6.55379951495554,7.01909090909091,8.24666666666667,11.7809523809524,8.48827809215845,
1/11/2021 13:13:51,2-7-A,81.35,10,21.35,10.3,8.37,72.1,2.4,0.112412177985949,8.10491803278689,7.21,7.11666666666667,8.89583333333333,11.2412177985949,
1/11/2021 12:21:13,2-7-B,89.06,10,20.68,9,8.3,79.33,2.13,0.102998065764023,8.17083655705996,7.933,6.89333333333333,9.70892018779342,10.2998065764023,
1/11/2021 13:12:35,2-8-A,76.83,9,22.22,8.6,8.8,66.48,2.44,0.10981098109811,7.30023402340234,7.38666666666667,7.40666666666667,9.10655737704918,10.981098109811,
1/11/2021 12:33:22,2-8-B,83.39,10,31.54,8,6.47,76.3,2.84,0.09004438807863,6.87038681039949,7.63,10.5133333333333,11.1056338028169,9.00443880786303,
1/11/2021 13:07:43,2-9-A,78.14,9,24.68,10.4,7.54,69.9,2.25,0.091166936790924,6.37256888168558,7.76666666666667,8.22666666666667,10.9688888888889,9.11669367909238,
1/11/2021 12:51:40,2-9-B,83.19,9,25.37,9.3,7.87,75.06,2.27,0.089475758770201,6.71605045329129,8.34,8.45666666666667,11.1762114537445,8.9475758770201,
1/11/2021 12:47:10,2-10-A,80.37,11,21.47,11.2,10.71,69.57,2.2,0.102468560782487,7.12873777363763,6.32454545454545,7.15666666666667,9.75909090909091,10.2468560782487,
1/11/2021 13:00:03,2-10-B,59.63,9,16.62,8.7,6.61,52.44,1.57,0.094464500601685,4.95371841155235,5.82666666666667,5.54,10.5859872611465,9.44645006016847,
1/11/2021 13:06:12,2-11-A,79.78,10,26.26,10.7,7.81,71.37,2.67,0.101675552170602,7.25658415841584,7.137,8.75333333333333,9.83520599250937,10.1675552170602,
1/11/2021 12:36:22,2-11-B,89.83,11,21.83,11.3,7.41,81.78,2.45,0.112230874942739,9.17824095281722,7.43454545454545,7.27666666666667,8.91020408163266,11.2230874942739,
1/11/2021 13:04:08,2-12-A,60.78,8,19.97,12,7.43,52.61,1.95,0.097646469704557,5.13718077115673,6.57625,6.65666666666667,10.2410256410256,9.76464697045568,
1/11/2021 13:45:39,2-12-B,74.88,10,26.14,11,10.36,64.1,2.6,0.09946442234124,6.37566947207345,6.41,8.71333333333333,10.0538461538462,9.94644223412395,
