Timestamp,Barcode,Total Weight,Fruit Number,Fruit Fresh Weight (3),Brix,Truss Weight,Total Fruit Weight,Fruit Dry Weight (3),D/F,Total DW,Individual Fruit Weight,Red fruit weight,FW:DW,Drymatter%,Notes,,
,2-4-a,112.81,15,39.77,11.85,17.17,95.85,4.56,0.114659290922806,10.990093034951,6.39,13.2566666666667,8.72149122807017,11.4659290922806,,2,
2/25/2021 15:55:55,2-4-b,76.32,9,19.6,12.2,9.71,66.67,2.12,0.108163265306122,7.21124489795919,7.40777777777778,6.53333333333333,9.24528301886792,10.8163265306123,,,
,2-5-a,172.16,22,41.78,13.15,25.6,146.44,5.26,0.125897558640498,18.4364384873145,6.65636363636364,13.9266666666667,7.94296577946768,12.5897558640498,,2,
,2-5-b,142.23,16,45.44,10.15,20.49,121.88,4.91,0.108054577464789,13.1696919014085,7.6175,15.1466666666667,9.25458248472505,10.8054577464789,,2,
,2-6-a,156.46,17,44.64,11.2,18.94,137.82,4.79,0.107302867383513,14.7884811827957,8.10705882352941,14.88,9.31941544885178,10.7302867383513,,2,
2/25/2021 15:49:23,2-6-b,23.45,3,18.06,,5.43,18.06,1.94,0.107419712070875,1.94,6.02,6.02,9.30927835051546,10.7419712070875,,,
2/25/2021 16:16:48,2-7-a,54.84,8,17.83,11.1,13.04,41.86,2.36,0.132361189007291,5.5406393718452,5.2325,5.94333333333333,7.55508474576271,13.2361189007291,,,
,2-7-b,124.04,17,36.57,10.3,18.61,105.4,3.76,0.102816516270167,10.8368608148756,6.2,12.19,9.72606382978723,10.2816516270167,,2,
,2-8-a,152.49,20,39.27,12.65,18.91,133.54,4.45,0.113318054494525,15.1324929971989,6.677,13.09,8.82471910112359,11.3318054494525,,2,
2/25/2021 15:33:46,2-8-b,80.27,9,19.26,10.3,10.11,70.07,2.06,0.106957424714434,7.4945067497404,7.78555555555556,6.42,9.34951456310679,10.6957424714434,,,
2/25/2021 16:18:23,2-9-a,53.67,8,19.98,9.1,10.8,42.82,2.23,0.111611611611612,4.77920920920921,5.3525,6.66,8.95964125560538,11.1611611611612,,,
,2-9-b,73.61,14,26.23,10.4,20.68,52.99,3.31,0.126191383911552,6.68688143347312,3.785,8.74333333333333,7.92447129909365,12.6191383911552,,2,
,2-10-a,98.62,18,33.78,12.5,16.37,82.29,4.38,0.129662522202487,10.6699289520426,4.57166666666667,11.26,7.71232876712328,12.9662522202487,,2,
,2-10-b,115.54,18,34.31,12.4,15.39,100.04,3.65,0.106382978723404,10.6425531914894,5.55777777777778,11.4366666666667,9.40000000000001,10.6382978723404,,2,
2/25/2021 16:19:58,2-11-a,51.44,11,13.11,11.4,10.48,40.83,1.88,0.143401983218917,5.85510297482838,3.71181818181818,4.37,6.97340425531915,14.3401983218917,,,
,2-11-b,52.32,11,22.54,12.25,11.87,40.5,2.41,0.106921029281278,4.33030168589175,3.68181818181818,7.51333333333333,9.35269709543568,10.6921029281278,,2,
,2-12-a,80.88,15,26.71,11.85,14.93,66.27,3.37,0.126169973792587,8.36128416323475,4.418,8.90333333333333,7.92581602373887,12.6169973792587,,2,
2/25/2021 15:54:03,2-12-b,42.8,9,12.83,12.5,6.28,36.15,1.37,0.106780982073266,3.86013250194856,4.01666666666667,4.27666666666667,9.36496350364963,10.6780982073266,,,
,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,0,,,,,
,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,0,,,,,
Timestamp,Barcode,Total Weight,Fruit Number,Fruit Fresh Weight (3),Brix,Truss Weight,Total Fruit Weight,Fruit Dry Weight (3),#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,Notes,
2/25/2021 15:13:15,1-1-a,35.05,6,11.46,11.5,9.29,25.86,1.01,0.088132635253054,2.27910994764398,4.31,3.82,,,,,
2/25/2021 14:44:40,1-1-b,50.78,9,15.05,11.2,8.98,41.88,1.57,0.104318936877076,4.36887707641196,4.65333333333333,5.01666666666667,,,,,
2/25/2021 14:43:07,1-1-b-1,44.87,6,15.05,14.6,10.01,34.94,1.82,0.12093023255814,4.2253023255814,5.82333333333333,5.01666666666667,,,,1 green fruit,
,1-1-b,95.65,15,30.1,12.9,18.99,76.82,3.39,0.112624584717608,8.65182059800664,5.12133333333333,10.0333333333333,,,,,2
2/25/2021 15:17:15,1-2-a,27.73,3,21.66,,6.16,21.66,2.39,0.110341643582641,2.39,7.22,7.22,,,,,
2/25/2021 14:41:24,1-2-b,21.95,3,16.03,,6.05,16.03,1.46,0.091079226450406,1.46,5.34333333333333,5.34333333333333,,,,,
2/25/2021 14:40:17,1-2-b-1,34.88,6,12.76,11.2,7.77,27.19,1.05,0.082288401253919,2.23742163009404,4.53166666666667,4.25333333333333,,,,1 green fruit,
,1-2-b,56.83,9,28.79,11.2,13.82,43.22,2.51,0.087183049670024,3.76805140673845,4.80222222222222,9.59666666666667,,,,,2
2/25/2021 15:10:16,1-3-a,30.57,6,9.93,11.4,8.28,22.36,0.98,0.098690835850957,2.20672708962739,3.72666666666667,3.31,,,,,
2/25/2021 14:45:53,1-3-b,21.86,3,12.98,,9.09,12.98,1.1,0.084745762711865,1.1,4.32666666666667,4.32666666666667,,,,,
2/25/2021 15:02:22,1-4-a,62.34,9,19.08,10.4,8.1,54.25,1.81,0.094863731656185,5.14635744234801,6.02777777777778,6.36,,,,,
2/25/2021 14:55:05,1-4-b,51.81,8,14.06,10,9.3,42.75,1.43,0.101706970128023,4.34797297297297,5.34375,4.68666666666667,,,,,
2/25/2021 14:35:25,1-5-a,62.39,7,22.93,12.5,10.34,52.27,3.01,0.131269079808112,6.86143480157,7.46714285714286,7.64333333333333,,,,,
2/25/2021 14:33:52,1-5-b,25.87,4,12.95,11.3,8.5,17.45,1.23,0.094980694980695,1.65741312741313,4.3625,4.31666666666667,,,,,
2/25/2021 14:32:37,1-5-b-1,15.77,2,8.04,,8.03,8.04,0.63,0.078358208955224,0.63,4.02,2.68,,,,,
,1-5-b,41.64,6,20.99,11.3,16.53,25.49,1.86,0.08861362553597,2.25876131491186,4.24833333333333,6.99666666666667,,,,,2
2/25/2021 15:16:08,1-6-a,26.1,4,12.19,11.4,8.51,17.63,1.52,0.124692370795734,2.19832649712879,4.4075,4.06333333333333,,,,,
2/25/2021 15:14:48,1-6-a-1,28.66,4,11.04,11.5,7.66,20.84,1.02,0.092391304347826,1.9254347826087,5.21,3.68,,,,,
,1-6-a,54.76,8,23.23,11.45,16.17,38.47,2.54,0.109341368919501,4.20636246233319,4.80875,7.74333333333333,,,,,2
2/25/2021 14:52:07,1-6-b,26.87,3,18.15,,8.84,18.15,2.03,0.111845730027548,2.03,6.05,6.05,,,,,
2/25/2021 14:50:57,1-6-b-1,37.09,6,14.34,10.8,9.79,27.25,1.57,0.109483960948396,2.98343793584379,4.54166666666667,4.78,,,,,
,1-6-b,63.96,9,32.49,10.8,18.63,45.4,3.6,0.110803324099723,5.03047091412742,5.04444444444444,10.83,,,,,2
2/25/2021 14:59:10,1-7-a,31.09,4,16.66,10.5,6.6,24.57,2.18,0.130852340936375,3.21504201680672,6.1425,5.55333333333333,,,,,
2/25/2021 14:49:00,1-7-b,44.24,8,13.79,11.9,10.81,33.83,1.59,0.11530094271211,3.90063089195069,4.22875,4.59666666666667,,,,,
2/25/2021 14:47:40,1-7-b-1,35.7,6,9.27,11.3,11.91,23.98,0.850000000000001,0.091693635382956,2.19881337648328,3.99666666666667,3.09,,,,,
,1-7-b,79.94,14,23.06,11.6,22.72,57.81,2.44,0.105810928013877,6.11692974848222,4.12928571428571,7.68666666666667,,,,,2
2/25/2021 15:08:55,1-8-a,23.11,4,11.22,10.2,8.63,14.43,1.17,0.10427807486631,1.50473262032086,3.6075,3.74,,,,,
2/25/2021 14:53:32,1-8-b,26.01,4,12.28,10.8,9.83,16.34,1.3,0.10586319218241,1.72980456026059,4.085,4.09333333333333,,,,,
2/25/2021 15:03:51,1-9-a,25.21,5,7.97,13.1,11.92,13.4,1,0.125470514429109,1.68130489335006,2.68,2.65666666666667,,,,,
2/25/2021 14:38:29,1-9-b,26.47,6,8.34,12.3,10.88,16.08,1.04,0.124700239808153,2.00517985611511,2.68,2.78,,,,,
2/25/2021 14:37:06,1-9-b-1,26.75,8,6.32,12.8,12.23,14.92,0.67,0.106012658227848,1.58170886075949,1.865,2.10666666666667,,,,,
,1-9-b,53.22,14,14.66,12.55,23.11,31,1.71,0.116643929058663,3.61596180081855,2.21428571428571,4.88666666666667,,,,,2
2/25/2021 15:11:49,1-10-a,41.36,10,10.72,10.8,9.06,32.3,1.19,0.111007462686567,3.58554104477612,3.23,3.57333333333333,,,,,
2/25/2021 14:30:12,1-10-b,35.98,7,10.36,12.2,9.46,26.54,1.12,0.108108108108108,2.86918918918919,3.79142857142857,3.45333333333333,,,,,
2/25/2021 15:00:46,1-11-a,75.26,11,16.66,13.1,13.43,61.96,2.03,0.121848739495798,7.54974789915966,5.63272727272727,5.55333333333333,,,,,
2/25/2021 14:57:56,1-11-b,20.68,3,12.81,,7.99,12.81,1.43,0.111631537861046,1.43,4.27,4.27,,,,,
2/25/2021 15:07:06,1-12-a,40.11,7,14.04,12.5,7.6,32.47,2,0.142450142450142,4.62535612535613,4.63857142857143,4.68,,,,,
2/25/2021 15:05:31,1-12-a-1,39.47,5,15.69,11.6,10.51,28.94,1.87,0.119184193753983,3.44919056724028,5.788,5.23,,,,,
,1-12-a,79.58,12,29.73,12.05,18.11,61.41,3.87,0.130171543895056,7.99383451059536,5.1175,9.91,,,,,2
2/25/2021 14:56:44,1-12-b,20.34,3,11.82,,8.62,11.82,1.41,0.119289340101523,1.41,3.94,3.94,,,,,
2/25/2021 16:24:16,2-1-a,77.99,11,18.41,13.6,8.39,69.63,2.51,0.136338946224878,9.49328082563824,6.33,6.13666666666667,,,,,
2/25/2021 15:38:22,2-1-b,79.89,11,18.88,11.6,8.52,71.31,2.07,0.109639830508475,7.81841631355932,6.48272727272727,6.29333333333333,,,,,
2/25/2021 16:21:19,2-2-a,20.18,4,11.6,9,5.76,14.46,1.4,0.120689655172414,1.7451724137931,3.615,3.86666666666667,,,,,
2/25/2021 15:48:25,2-2-b,33.74,5,15.86,10.4,5.97,27.79,1.6,0.100882723833544,2.80353089533418,5.558,5.28666666666667,,,,,
2/25/2021 15:47:08,2-2-b-1,45.06,7,14.56,9.7,5.75,35.32,1.38,0.09478021978022,3.34763736263736,5.04571428571429,4.85333333333333,,,,,
,2-2-b,78.8,12,30.42,10.05,11.72,63.11,2.98,0.097961867192637,6.18237343852729,5.25916666666667,10.14,,,,,2
2/25/2021 16:22:33,2-3-a,33.23,6,11.06,12.2,6.11,27.01,1.42,0.128390596745027,3.46783001808318,4.50166666666667,3.68666666666667,,,,,
2/25/2021 15:36:53,2-3-b,64.44,9,22.48,10.4,7.08,57.37,2.38,0.105871886120996,6.07387010676157,6.37444444444444,7.49333333333333,,,,,
2/25/2021 15:35:34,2-3-b-1,59.04,9,15.8,10.4,6.06,52.97,1.53,0.096835443037975,5.12937341772152,5.88555555555556,5.26666666666667,,,,,
,2-3-b,123.48,18,38.28,10.4,13.14,110.34,3.91,0.1021421107628,11.2703605015674,6.13,12.76,,,,,2
2/25/2021 15:25:43,2-4-a,58.34,9,16.61,11.4,8.39,50.06,1.84,0.110776640577965,5.54547862733293,5.56222222222222,5.53666666666667,,,,,
2/25/2021 15:24:24,2-4-a-1,54.47,6,23.16,12.3,8.78,45.79,2.72,0.117443868739206,5.37775474956822,7.63166666666667,7.72,,,,,
,2-4-a,112.81,15,39.77,11.85,17.17,95.85,4.56,0.114659290922806,10.990093034951,6.39,13.2566666666667,,,,,2
2/25/2021 15:55:55,2-4-b,76.32,9,19.6,12.2,9.71,66.67,2.12,0.108163265306122,7.21124489795919,7.40777777777778,6.53333333333333,,,,,
2/25/2021 16:15:23,2-5-a,73.39,12,14.97,13.5,12.31,61.02,1.81,0.120908483633935,7.37783567134269,5.085,4.99,,,,,
2/25/2021 16:13:23,2-5-a-1,98.77,10,26.81,12.8,13.29,85.42,3.45,0.128683327116747,10.9921298023126,8.542,8.93666666666667,,,,,
,2-5-a,172.16,22,41.78,13.15,25.6,146.44,5.26,0.125897558640498,18.4364384873145,6.65636363636364,13.9266666666667,,,,,2
2/25/2021 15:28:59,2-5-b,82.37,10,19.04,9.8,10.63,71.8,1.75,0.091911764705882,6.59926470588235,7.18,6.34666666666667,,,,,
2/25/2021 15:27:26,2-5-b-1,59.86,6,26.4,10.5,9.86,50.08,3.16,0.11969696969697,5.99442424242424,8.34666666666667,8.8,,,,,
,2-5-b,142.23,16,45.44,10.15,20.49,121.88,4.91,0.108054577464789,13.1696919014085,7.6175,15.1466666666667,,,,,2
2/25/2021 16:11:25,2-6-a,77.66,9,23.04,11.2,9.25,68.83,2.5,0.108506944444444,7.46853298611111,7.64777777777778,7.68,,,,,
2/25/2021 16:09:58,2-6-a-1,78.8,8,21.6,11.2,9.69,68.99,2.29,0.106018518518519,7.3142175925926,8.62375,7.2,,,,,
,2-6-a,156.46,17,44.64,11.2,18.94,137.82,4.79,0.107302867383513,14.7884811827957,8.10705882352941,14.88,,,,,2
2/25/2021 15:49:23,2-6-b,23.45,3,18.06,,5.43,18.06,1.94,0.107419712070875,1.94,6.02,6.02,,,,,
2/25/2021 16:16:48,2-7-a,54.84,8,17.83,11.1,13.04,41.86,2.36,0.132361189007291,5.5406393718452,5.2325,5.94333333333333,,,,,
2/25/2021 15:52:41,2-7-b,64.05,9,17.38,9.3,8.76,55.27,1.66,0.095512082853855,5.27895281933257,6.14111111111111,5.79333333333333,,,,,
2/25/2021 15:51:11,2-7-b-1,59.99,8,19.19,11.3,9.85,50.13,2.1,0.109431995831162,5.48582595101615,6.26625,6.39666666666667,,,,,
,2-7-b,124.04,17,36.57,10.3,18.61,105.4,3.76,0.102816516270167,10.8368608148756,6.2,12.19,,,,,2
2/25/2021 15:44:55,2-8-a,82.93,12,18.75,12.5,9.83,73.11,2.23,0.118933333333333,8.695216,6.0925,6.25,,,,,
2/25/2021 15:43:24,2-8-a-1,69.56,8,20.52,12.8,9.08,60.43,2.22,0.108187134502924,6.5377485380117,7.55375,6.84,,,,,
,2-8-a,152.49,20,39.27,12.65,18.91,133.54,4.45,0.113318054494525,15.1324929971989,6.677,13.09,,,,,2
2/25/2021 15:33:46,2-8-b,80.27,9,19.26,10.3,10.11,70.07,2.06,0.106957424714434,7.4945067497404,7.78555555555556,6.42,,,,,
2/25/2021 16:18:23,2-9-a,53.67,8,19.98,9.1,10.8,42.82,2.23,0.111611611611612,4.77920920920921,5.3525,6.66,,,,,
2/25/2021 16:02:39,2-9-b,39.46,7,13.42,9.9,11.72,27.72,1.78,0.132637853949329,3.67672131147541,3.96,4.47333333333333,,,,,
2/25/2021 16:00:30,2-9-b-1,34.15,7,12.81,10.9,8.96,25.27,1.53,0.11943793911007,3.01819672131148,3.61,4.27,,,,,
,2-9-b,73.61,14,26.23,10.4,20.68,52.99,3.31,0.126191383911552,6.68688143347312,3.785,8.74333333333333,,,,,2
2/25/2021 15:41:54,2-10-a,34.57,6,17.45,12.8,6.26,28.32,2.32,0.132951289398281,3.76518051575931,4.72,5.81666666666667,,,,,
2/25/2021 15:40:23,2-10-a-1,64.05,12,16.33,12.2,10.11,53.97,2.06,0.126148193508879,6.80821800367422,4.4975,5.44333333333333,,,,,
,2-10-a,98.62,18,33.78,12.5,16.37,82.29,4.38,0.129662522202487,10.6699289520426,4.57166666666667,11.26,,,,,2
2/25/2021 16:07:27,2-10-b,65.02,9,18.86,12.2,7.38,57.64,1.94,0.102863202545069,5.92903499469777,6.40444444444444,6.28666666666667,,,,,
2/25/2021 16:05:55,2-10-b-1,50.52,9,15.45,12.6,8.01,42.4,1.71,0.110679611650485,4.69281553398058,4.71111111111111,5.15,,,,,
,2-10-b,115.54,18,34.31,12.4,15.39,100.04,3.65,0.106382978723404,10.6425531914894,5.55777777777778,11.4366666666667,,,,,2
2/25/2021 16:19:58,2-11-a,51.44,11,13.11,11.4,10.48,40.83,1.88,0.143401983218917,5.85510297482838,3.71181818181818,4.37,,,,,
2/25/2021 15:58:46,2-11-b,31.47,7,10.53,12.4,7.53,23.98,1.05,0.0997150997151,2.39116809116809,3.42571428571429,3.51,,,,,
2/25/2021 15:57:19,2-11-b-1,20.85,4,12.01,12.1,4.34,16.52,1.36,0.113238967527061,1.87070774354704,4.13,4.00333333333333,,,,,
,2-11-b,52.32,11,22.54,12.25,11.87,40.5,2.41,0.106921029281278,4.33030168589175,3.68181818181818,7.51333333333333,,,,,2
2/25/2021 15:32:01,2-12-a,24.28,6,9.25,11.3,6.51,17.89,1.07,0.115675675675676,2.06943783783784,2.98166666666667,3.08333333333333,,,,,
2/25/2021 15:30:35,2-12-a-1,56.6,9,17.46,12.4,8.42,48.38,2.3,0.131729667812142,6.37308132875143,5.37555555555556,5.82,,,,,
,2-12-a,80.88,15,26.71,11.85,14.93,66.27,3.37,0.126169973792587,8.36128416323475,4.418,8.90333333333333,,,,,2
2/25/2021 15:54:03,2-12-b,42.8,9,12.83,12.5,6.28,36.15,1.37,0.106780982073266,3.86013250194856,4.01666666666667,4.27666666666667,,,,,
