Timestamp,Barcode,Total Weight,Fruit Number,Fruit Fresh Weight (3),Brix,Truss Weight,Total Fruit Weight,Fruit Dry Weight (3),D/F,Total DW,Individual Fruit Weight,Red fruit weight,FW:DW,Drymatter%,Notes,,,,,,,,,,,
2/4/2021 13:39:35,1-8-B,118.9,10,31.06,10.3,15.19,103.9,2.66,0.085640695428204,8.89806825499034,10.39,10.3533333333333,11.6766917293233,8.56406954282035,,,,,,,,,,,,
2/4/2021 13:53:42,1-9-A,33.16,6,11.34,13,8.85,24.68,1.79,0.157848324514991,3.89569664902998,4.11333333333333,3.78,6.33519553072626,15.7848324514991,,,,,,,,,,,,
2/4/2021 13:41:35,1-9-B,61.7,11,14.46,13.7,14.14,47.7,1.95,0.134854771784232,6.43257261410788,4.33636363636364,4.82,7.41538461538462,13.4854771784232,old fruit- dried/shrivled,,,,,,,,,,,
2/4/2021 13:47:27,1-10-A,96.71,11,24.78,10.9,12.66,84.46,2.47,0.099677158999193,8.41873284907183,7.67818181818182,8.26,10.0323886639676,9.96771589991929,,,,,,,,,,,,
2/4/2021 13:44:14,1-10-B,59.29,6,22.8,10.8,12.2,47.37,2.14,0.093859649122807,4.44613157894737,7.895,7.6,10.6542056074766,9.3859649122807,,,,,,,,,,,,
2/4/2021 13:34:51,1-11-A,98.28,11,22.62,11.2,13.03,85.35,2.38,0.105216622458002,8.98023872679045,7.75909090909091,7.54,9.50420168067227,10.5216622458002,,,,,,,,,,,,
2/4/2021 13:31:52,1-11-B,83.96,10,19.65,11.2,12.32,71.65,1.77,0.090076335877863,6.45396946564886,7.165,6.55,11.1016949152542,9.00763358778626,,,,,,,,,,,,
2/4/2021 13:19:16,1-12-A,74.51,10,24.3,11.9,14.73,60.11,2.71,0.111522633744856,6.70362551440329,6.011,8.1,8.96678966789668,11.1522633744856,,,,,,,,,,,,
2/4/2021 13:30:20,1-12-B,81.54,8,29.36,10.6,11.3,70.36,2.83,0.096389645776567,6.78197547683924,8.795,9.78666666666667,10.3745583038869,9.63896457765668,old fruit- dried/shrivled,,,,,,,,,,,
2/4/2021 15:25:11,2-1-A,108.23,10,29.38,10.9,14.26,93.6,2.63,0.089516678012253,8.3787610619469,9.36,9.79333333333333,11.171102661597,8.95166780122533,,,,,,,,,,,,
2/4/2021 14:45:32,2-1-B,155.82,13,31.42,10.1,19.19,136.53,2.79,0.08879694462126,12.1234468491407,10.5023076923077,10.4733333333333,11.2616487455197,8.87969446212604,,,,,,,,,,,,
2/4/2021 15:27:30,2-2-A,110.14,10,31.61,9.4,14.83,95.29,3.02,0.095539386270168,9.10394811768428,9.529,10.5366666666667,10.4668874172185,9.55393862701677,,,,,,,,,,,,
2/4/2021 14:36:06,2-2-B,130.59,12,30.61,10.5,15.27,115.28,2.97,0.09702711532179,11.185285854296,9.60666666666667,10.2033333333333,10.3063973063973,9.70271153217903,,,,,,,,,,,,
2/4/2021 15:23:47,2-3-A,116.26,12,26.06,10.8,17.05,99.21,2.74,0.105141980046048,10.4311358403684,8.2675,8.68666666666667,9.51094890510949,10.5141980046048,,,,,,,,,,,,
2/4/2021 14:21:01,2-3-B,105.99,10,28.32,9.8,14.61,91,2.72,0.096045197740113,8.74011299435028,9.1,9.44,10.4117647058824,9.6045197740113,,,,2/4/2021 15:05:44,2-10-A,121.77,13,24.59,11,19.81,102.1,8.59
2/4/2021 15:19:07,2-4-A,89.86,11,20.52,13,13.86,75.75,2.15,0.104775828460039,7.93676900584796,6.88636363636364,6.84,9.54418604651163,10.4775828460039,,,,2/4/2021 14:42:29,2-10-B,77.48,8,23.53,9.7,9.75,67.67,8.11
2/4/2021 14:48:39,2-4-B,61,7,21.93,10.3,11.44,49.61,2.01,0.091655266757866,4.54701778385773,7.08714285714286,7.31,10.910447761194,9.16552667578659,,,,2/4/2021 15:03:54,2-11-A,139.13,13,34.34,11.8,15.73,123.66,9.91
2/4/2021 15:17:05,2-5-A,114.41,12,22.92,12.1,15.87,98.44,2.77,0.120855148342059,11.8969808027923,8.20333333333333,7.64,8.27436823104693,12.0855148342059,,,,2/4/2021 14:51:37,2-11-B,105.99,11,30.2,12,14.35,91.52,9.3
2/4/2021 14:18:36,2-5-B,134.64,12,27.07,8.5,15.78,118.77,2.4,0.088659032138899,10.5300332471371,9.8975,9.02333333333333,11.2791666666667,8.86590321388992,,,,2/4/2021 15:01:54,2-12-A,100,10,18.64,10,14.96,59.17,7.97
2/4/2021 15:15:27,2-6-A,64.24,7,22.84,8.8,10.82,53.38,1.93,0.084500875656743,4.51065674255692,7.62571428571429,7.61333333333333,11.8341968911917,8.45008756567425,,,,2/4/2021 14:59:51,2-12-B,104.09,11,27.17,11.4,14.57,89.59,2.73
2/4/2021 14:34:19,2-6-b,59.45,7,27.67,8.4,11.35,48.17,2.44,0.08818214672931,4.24773400795085,6.88142857142857,9.22333333333333,11.3401639344262,8.81821467293097,,,,,,,,,,,,
2/4/2021 15:10:30,2-7-A,120.22,12,31.05,11.3,18.62,101.5,3.3,0.106280193236715,10.7874396135266,8.45833333333333,10.35,9.40909090909091,10.6280193236715,,,,,,,,,,,,
2/4/2021 14:39:45,2-7-B,102.49,12,22.78,8.2,16.02,86.37,1.98,0.086918349429324,7.50713784021071,7.1975,7.59333333333333,11.5050505050505,8.6918349429324,,,,,,,,,,,,
2/4/2021 15:14:18,2-8-A,151.29,12,35.18,9.5,15.44,135.87,3.37,0.095793064241046,13.0154036384309,11.3225,11.7266666666667,10.4391691394659,9.57930642410461,,,,,,,,,,,,
2/4/2021 14:27:12,2-8-B,106.2,11,22.01,9.1,14.49,91.76,1.75,0.079509313948205,7.29577464788732,8.34181818181818,7.33666666666667,12.5771428571429,7.95093139482054,,,,,,,,,,,,
2/4/2021 15:08:21,2-9-A,159.2,13,32.66,11.2,21.93,137.2,3.32,0.101653398652786,13.9468462951623,10.5538461538462,10.8866666666667,9.83734939759036,10.1653398652786,,,,,,,,,,,,
2/4/2021 14:30:29,2-9-B,81.92,8,23.6,9.7,15.82,66.26,2.35,0.099576271186441,6.59792372881356,8.2825,7.86666666666667,10.0425531914894,9.95762711864407,,,,,,,,,,,,
2/4/2021 15:05:44,2-10-A,121.77,13,24.59,11,19.81,102.1,2.5,0.101667344448963,10.3802358682391,7.85384615384615,8.19666666666667,9.836,10.1667344448963,,,,,,,,,,,,
2/4/2021 14:42:29,2-10-B,77.48,8,23.53,9.7,9.75,67.67,2.02,0.085847853803655,5.80932426689333,8.45875,7.84333333333333,11.6485148514852,8.58478538036549,,,,,,,,,,,,
2/4/2021 15:03:54,2-11-A,139.13,13,34.34,11.8,15.73,123.66,3.82,0.111240535818288,13.7560046592895,9.51230769230769,11.4466666666667,8.98952879581152,11.1240535818288,,,,,,,,,,,,
2/4/2021 14:51:37,2-11-B,105.99,11,30.2,12,14.35,91.52,3.21,0.106291390728477,9.7277880794702,8.32,10.0666666666667,9.40809968847352,10.6291390728477,,,,,,,,,,,,
2/4/2021 15:01:54,2-12-A,100,10,18.64,10,14.96,59.17,1.88,0.100858369098712,5.96778969957082,5.917,6.21333333333333,9.91489361702128,10.0858369098712,,,,,,,,,,,,
2/4/2021 14:59:51,2-12-B,104.09,11,27.17,11.4,14.57,89.59,2.73,0.100478468899522,9.00186602870813,8.14454545454545,9.05666666666667,9.95238095238095,10.0478468899522,,,,,,,,,,,,
