Date,Tair,Rhair,CO2air,HumDef,VentLee,VentWind,AssimLight,EnScr,BlckScr,Tpipe,CO2reg,PARin,Tair_sigrow,Rhair_sigrow,PARin_sigrow,stomata_cond,Netrad_ridder,Transp_ridder,Tleaf_ridder
2/1/2022 1:14,13.20,77.40,422.00,2.59,0.00,0.30,0.00,99.80,99.90,0.00,2.00,0.00,9.57,84.60,-0.04,0.00,,,
2/1/2022 1:20,13.20,77.70,421.00,2.55,0.00,0.30,0.00,99.80,99.90,0.00,2.00,0.00,9.56,84.60,-0.04,0.00,,,
2/1/2022 1:25,13.10,77.70,419.00,2.54,0.00,0.30,0.00,99.80,99.90,0.00,2.00,0.00,9.54,84.60,-0.04,0.00,,,
2/1/2022 1:30,13.10,78.20,420.00,2.48,0.00,0.30,0.00,99.80,99.90,0.00,2.00,0.00,9.53,84.60,-0.04,0.00,,,
2/1/2022 1:34,13.10,78.20,422.00,2.48,0.00,0.30,0.00,99.80,99.90,0.00,2.00,1.00,9.53,84.77,-0.04,0.00, ,,
2/1/2022 1:39,13.00,78.60,422.00,2.42,0.00,0.30,0.00,99.80,99.90,0.00,2.00,0.00,9.53,84.93,-0.04,0.00,,,
2/1/2022 1:45,13.00,78.40,421.00,2.44,0.00,0.30,0.00,99.80,99.90,0.00,2.00,0.00,9.53,85.10,-0.04,0.00,,,
2/1/2022 1:50,13.00,78.70,422.00,2.41,0.00,0.30,0.00,99.80,99.90,0.00,2.00,0.00,9.54,85.10,-0.04,0.00,,,
2/1/2022 1:54,12.90,79.30,422.00,2.33,0.00,0.30,0.00,99.80,99.90,17.80,2.00,0.00,9.56,85.10,-0.04,0.00,,,
2/1/2022 1:59,13.00,78.80,418.00,2.40,0.00,0.30,0.00,99.80,99.90,24.90,2.00,0.00,9.57,85.10,-0.04,0.00,,,
2/1/2022 2:05,13.30,78.00,417.00,2.54,0.00,0.30,0.00,99.80,99.90,24.70,2.00,0.00,9.57,85.10,-0.04,0.00,,,
2/1/2022 2:10,13.40,77.40,421.00,2.62,0.00,0.30,0.00,99.80,99.90,24.20,2.00,0.00,9.57,85.10,-0.04,0.00,,,
2/1/2022 2:15,13.50,76.90,420.00,2.70,0.00,0.30,0.00,99.80,99.90,23.80,2.00,0.00,9.57,85.10,-0.04,0.00,,,
2/1/2022 2:19,13.60,76.80,420.00,2.72,0.00,0.30,0.00,99.80,99.90,0.00,2.00,0.00,9.58,85.23,-0.04,0.00,,,
2/1/2022 2:24,13.60,76.40,423.00,2.77,0.00,0.30,0.00,99.80,99.90,0.00,2.00,0.00,9.60,85.37,-0.04,0.00,,,
2/1/2022 2:30,13.60,76.70,422.00,2.74,0.00,0.30,0.00,99.80,99.90,0.00,2.00,0.00,9.61,85.50,-0.04,0.00,,,
2/1/2022 2:35,13.60,76.80,424.00,2.72,0.00,0.30,0.00,99.80,99.90,0.00,2.00,0.00,9.61,85.37,-0.04,0.00,,,
2/1/2022 2:39,13.60,76.90,424.00,2.71,0.00,0.30,0.00,99.80,99.90,0.00,2.00,0.00,9.61,85.23,-0.04,0.00,,,
2/1/2022 2:44,13.60,76.80,423.00,2.72,0.00,0.30,0.00,99.80,99.90,0.00,2.00,0.00,9.61,85.10,-0.04,0.00,,,
2/1/2022 2:50,13.60,77.10,423.00,2.69,0.00,0.30,0.00,99.80,99.90,0.00,2.00,0.00,9.64,85.23,-0.04,0.00,,,
2/1/2022 2:55,13.60,77.10,421.00,2.69,0.00,0.30,0.00,99.80,99.90,0.00,2.00,0.00,9.67,85.37,-0.04,0.00,,,
2/1/2022 3:00,13.50,77.40,421.00,2.64,0.00,0.30,0.00,99.80,99.90,0.00,2.00,0.00,9.70,85.50,-0.04,0.00,,,
2/1/2022 3:04,13.40,77.60,421.00,2.60,0.00,0.30,0.00,99.80,99.90,0.00,2.00,0.00,9.71,85.50,-0.04,0.00,,,
2/1/2022 3:09,13.40,78.10,422.00,2.54,0.00,0.30,0.00,99.80,99.90,0.00,2.00,0.00,9.73,85.50,-0.04,0.00,,,
2/1/2022 3:15,13.40,78.40,424.00,2.50,0.00,0.30,0.00,99.80,99.90,0.00,2.00,0.00,9.74,85.50,-0.04,0.00,,,
2/1/2022 3:20,13.30,78.40,423.00,2.49,0.00,0.30,0.00,99.80,99.90,0.00,2.00,0.00,9.74,85.50,-0.04,0.00,,,
2/1/2022 3:24,13.30,78.70,425.00,2.45,0.00,0.30,0.00,99.80,99.90,0.00,2.00,0.00,9.74,85.50,-0.04,0.00,,,
2/1/2022 3:29,13.20,78.90,424.00,2.42,0.00,0.30,0.00,99.80,99.90,0.00,2.00,0.00,9.74,85.50,-0.04,0.00,,,
2/1/2022 3:35,13.20,79.30,421.00,2.37,0.00,0.30,0.00,99.80,99.90,0.00,2.00,0.00,9.74,85.50,-0.04,0.00,,,
2/1/2022 3:40,13.10,79.60,419.00,2.32,0.00,0.30,0.00,99.80,99.90,0.00,2.00,0.00,9.74,85.50,-0.04,0.00,,,
2/1/2022 3:45,13.10,80.00,420.00,2.28,0.00,0.30,0.00,99.80,99.90,0.00,2.00,2.00,9.74,85.50,-0.04,0.00,,,
2/1/2022 3:49,13.10,80.10,420.00,2.26,0.00,0.30,0.00,99.80,99.90,0.00,2.00,0.00,9.75,85.50,-0.04,0.00,,,
2/1/2022 3:54,13.00,80.40,421.00,2.22,0.00,0.30,0.00,99.80,99.90,0.00,2.00,0.00,9.77,85.50,-0.04,0.00,,,
2/1/2022 4:00,13.00,80.40,419.00,2.22,0.00,0.30,0.00,99.80,99.90,0.00,2.00,0.00,9.78,85.50,-0.04,0.00,,,
2/1/2022 4:05,13.00,80.70,419.00,2.18,0.00,0.30,0.00,99.80,99.90,0.00,2.00,0.00,9.78,85.50,-0.04,0.00,,,
2/1/2022 4:09,13.00,80.90,421.00,2.16,0.00,0.30,0.00,99.80,99.90,0.00,2.00,0.00,9.78,85.50,-0.04,0.00,,,
2/1/2022 4:14,12.90,81.00,420.00,2.13,0.00,0.30,0.00,99.80,99.90,19.10,2.00,0.00,9.78,85.50,-0.04,0.00,,,
2/1/2022 4:20,13.10,80.10,420.00,2.26,0.00,0.30,0.00,99.80,99.90,25.40,2.00,0.00,9.80,85.63,-0.04,0.00,,,
2/1/2022 4:25,13.40,79.30,421.00,2.40,0.00,0.30,0.00,99.80,99.90,23.30,2.00,0.00,9.81,85.77,-0.04,0.00,,,
2/1/2022 4:30,13.60,78.60,420.00,2.51,0.00,0.30,0.00,99.80,99.90,0.00,2.00,1.00,9.83,85.90,-0.04,0.00,,,
2/1/2022 4:34,13.60,78.00,420.00,2.58,0.00,0.30,0.00,99.80,99.90,0.00,2.00,0.00,9.83,85.90,-0.04,0.00,,,
2/1/2022 4:39,13.70,78.00,420.00,2.60,0.00,0.30,0.00,99.80,99.90,0.00,2.00,0.00,9.83,85.90,-0.04,0.00,,,
2/1/2022 4:45,13.70,78.20,420.00,2.58,0.00,0.30,0.00,99.80,99.90,0.00,2.00,0.00,9.83,85.90,-0.04,0.00,,,
2/1/2022 4:50,13.70,77.90,425.00,2.61,0.00,0.30,0.00,99.80,99.90,0.00,2.00,0.00,9.84,85.90,-0.04,0.00,,,
2/1/2022 4:54,13.70,77.90,426.00,2.61,0.00,0.30,0.00,99.80,99.90,0.00,2.00,0.00,9.86,85.90,-0.04,0.00,,,
2/1/2022 4:59,13.70,78.00,426.00,2.60,0.00,0.30,0.00,99.80,99.90,0.00,2.00,0.00,9.87,85.90,-0.04,0.00,,,
2/1/2022 5:05,13.60,78.30,424.00,2.55,0.00,0.30,0.00,99.80,99.90,0.00,2.00,0.00,9.88,85.90,-0.04,0.00,,,
2/1/2022 5:10,13.60,78.10,421.00,2.57,0.00,0.30,0.00,99.80,99.90,0.00,2.00,0.00,9.90,85.90,-0.04,0.00,,,
2/1/2022 5:15,13.60,78.40,421.00,2.54,0.00,0.30,0.00,99.80,99.90,0.00,2.00,1.00,9.91,85.90,-0.04,0.00,,,
2/1/2022 5:19,13.60,78.80,422.00,2.49,0.00,0.30,0.00,99.80,99.90,0.00,2.00,0.00,9.93,85.90,-0.04,0.00,,,
2/1/2022 5:24,13.60,79.10,420.00,2.45,0.00,0.30,0.00,99.80,99.90,0.00,2.00,0.00,9.94,85.90,-0.04,0.00,,,
2/1/2022 5:30,13.50,79.20,418.00,2.43,0.00,0.30,0.00,99.80,99.90,0.00,2.00,0.00,9.96,85.90,-0.04,0.00,,,
2/1/2022 5:35,13.50,79.30,423.00,2.42,0.00,0.30,0.00,99.80,99.90,0.00,2.00,0.00,9.99,85.90,-0.04,0.00,,,
2/1/2022 5:39,13.50,79.40,421.00,2.40,0.00,0.30,0.00,99.80,99.90,0.00,2.00,0.00,10.01,85.90,-0.04,0.00,,,
2/1/2022 5:44,13.50,79.70,421.00,2.37,0.00,0.30,0.00,99.80,99.90,0.00,2.00,0.00,10.04,85.90,-0.04,0.00,,,
2/1/2022 5:50,13.40,79.90,422.00,2.33,0.00,0.30,0.00,99.80,99.90,0.00,2.00,0.00,10.05,85.90,-0.04,0.00,,,
2/1/2022 5:55,13.40,80.20,421.00,2.30,0.00,0.30,0.00,99.80,99.90,0.00,2.00,0.00,10.07,85.90,-0.04,0.00,,,
2/1/2022 6:00,13.30,80.40,420.00,2.26,0.00,0.30,0.00,99.80,99.90,0.00,2.00,0.00,10.08,85.90,-0.04,0.00,,,
2/1/2022 6:04,13.30,80.70,421.00,2.22,0.00,0.30,0.00,99.80,99.90,0.00,2.00,0.00,10.10,85.90,-0.04,0.00,,,
2/1/2022 6:09,13.30,80.90,418.00,2.20,0.00,0.30,0.00,99.80,99.90,0.00,2.00,0.00,10.12,85.90,-0.04,0.00,,,
2/1/2022 6:15,13.30,80.90,419.00,2.20,0.00,0.30,0.00,99.80,99.90,0.00,2.00,0.00,10.14,85.90,-0.04,0.00,,,
2/1/2022 6:20,13.20,81.20,418.00,2.15,0.00,0.30,0.00,99.80,99.90,0.00,2.00,0.00,10.15,86.03,-0.04,0.00,,,
2/1/2022 6:24,13.20,81.40,420.00,2.13,0.00,0.30,0.00,99.80,99.90,0.00,2.00,0.00,10.17,86.17,-0.04,0.00,,,
2/1/2022 6:29,13.20,81.50,421.00,2.12,0.00,0.30,0.00,99.80,99.90,0.00,2.00,1.00,10.18,86.30,-0.04,0.00,,,
2/1/2022 6:35,13.10,81.80,420.00,2.07,0.00,0.30,0.00,99.80,99.90,0.00,2.00,0.00,10.19,86.30,-0.04,0.00,,,
2/1/2022 6:40,13.10,81.90,420.00,2.06,0.00,0.30,0.00,99.80,99.90,0.00,2.00,1.00,10.21,86.30,-0.04,0.00,,,
2/1/2022 6:45,13.10,82.00,420.00,2.05,0.00,0.30,0.00,99.80,99.90,0.00,2.00,0.00,10.22,86.30,-0.04,0.00,,,
2/1/2022 6:49,13.10,82.20,417.00,2.02,0.00,0.30,0.00,99.80,99.90,0.00,2.00,0.00,10.24,86.30,-0.04,0.00,,,
2/1/2022 6:54,13.00,82.40,416.00,1.99,0.00,0.30,0.00,99.80,99.90,0.00,2.00,0.00,10.25,86.30,-0.04,0.00,,,
2/1/2022 7:00,13.00,82.50,418.00,1.98,0.00,0.30,0.00,99.80,99.90,0.00,2.00,0.00,10.27,86.30,-0.04,0.00,,,
2/1/2022 7:05,13.00,82.70,415.00,1.96,0.00,0.30,0.00,99.80,99.90,0.00,2.00,0.00,10.27,86.30,-0.04,0.00,,,
2/1/2022 7:09,13.00,82.90,415.00,1.93,0.00,0.30,0.00,99.80,99.90,0.00,2.00,0.00,10.27,86.30,-0.04,0.00,,,
2/1/2022 7:14,13.00,82.90,418.00,1.93,0.00,0.30,0.00,99.80,99.90,0.00,2.00,0.00,10.27,86.30,-0.04,0.00,,,
2/1/2022 7:20,13.00,83.00,419.00,1.92,0.00,0.30,0.00,99.80,99.90,0.00,2.00,0.00,10.28,86.30,-0.04,0.00,,,
2/1/2022 7:25,13.00,83.20,417.00,1.90,0.00,0.30,0.00,99.80,99.90,0.00,2.00,1.00,10.30,86.30,-0.04,0.00,,,
2/1/2022 7:30,12.90,83.20,420.00,1.89,0.00,0.30,0.00,99.80,99.90,0.00,2.00,0.00,10.31,86.30,-0.04,0.00,,,
2/1/2022 7:34,12.90,83.50,419.00,1.85,0.00,0.30,0.00,99.80,99.90,0.00,2.00,0.00,10.32,86.47,-0.04,0.00,,,
2/1/2022 7:39,12.90,83.50,415.00,1.85,0.00,0.30,0.00,99.80,99.90,0.00,2.00,1.00,10.34,86.63,-0.04,0.00,,,
2/1/2022 7:45,12.90,83.60,415.00,1.84,0.00,0.30,0.00,99.80,99.90,0.00,2.00,0.00,10.35,86.80,-0.04,0.00,,,
2/1/2022 7:50,12.90,83.70,418.00,1.83,0.00,0.30,0.00,99.80,99.90,0.00,2.00,0.00,10.37,86.80,-0.04,0.00,,,
2/1/2022 7:54,12.90,83.70,416.00,1.83,0.00,0.30,0.00,99.80,99.90,0.00,2.00,0.00,10.38,86.80,-0.04,0.00,,,
2/1/2022 7:59,12.80,83.80,418.00,1.81,0.00,0.30,0.00,99.80,99.90,0.00,2.00,0.00,10.40,86.80,-0.04,0.00,,,
2/1/2022 8:05,12.80,84.00,420.00,1.79,0.00,0.30,0.00,99.80,99.90,22.70,2.00,1.00,10.40,86.80,-0.04,0.00,,,
2/1/2022 8:10,13.10,82.90,418.00,1.94,0.00,0.30,0.00,99.80,99.90,23.80,2.00,2.00,10.40,86.80,-0.04,0.00,,,
2/1/2022 8:15,13.40,81.40,421.00,2.16,0.00,0.30,0.00,99.80,99.90,23.50,2.00,1.00,10.40,86.80,-0.04,0.00,,,
2/1/2022 8:19,13.60,80.90,423.00,2.24,0.00,0.30,0.00,99.80,99.90,0.00,2.00,0.00,10.41,86.80,-0.04,0.00,,,
2/1/2022 8:24,13.70,80.40,421.00,2.31,0.00,0.30,0.00,99.80,99.90,0.00,2.00,0.00,10.43,86.80,-0.04,0.00,,,
2/1/2022 8:30,13.70,80.10,421.00,2.35,0.00,0.30,0.00,99.80,99.90,0.00,2.00,0.00,10.44,86.80,-0.04,0.00,,,
2/1/2022 8:35,13.80,79.90,422.00,2.39,0.00,0.30,0.00,99.80,99.90,0.00,2.00,1.00,10.45,86.80,-0.04,0.00,,,
2/1/2022 8:39,13.80,79.80,421.00,2.40,0.00,0.30,0.00,99.80,99.90,0.00,2.00,0.00,10.47,86.80,-0.04,0.00,,,
2/1/2022 8:44,13.80,80.00,421.00,2.38,0.00,0.30,0.00,99.80,99.90,0.00,2.00,0.00,10.48,86.80,-0.04,0.00,,,
2/1/2022 8:50,13.80,80.00,423.00,2.38,0.00,0.30,0.00,99.80,99.90,0.00,2.00,1.00,10.49,86.80,-0.04,0.00,,,
2/1/2022 8:55,13.80,80.00,426.00,2.38,0.00,0.30,0.00,99.80,99.90,0.00,2.00,0.00,10.51,86.80,-0.04,0.00,,,
2/1/2022 9:00,13.80,80.20,425.00,2.35,0.00,0.30,0.00,99.80,99.90,0.00,2.00,0.00,10.52,86.80,-0.04,0.00,,,
2/1/2022 9:04,13.80,80.40,427.00,2.33,0.00,0.30,0.00,99.80,99.90,20.60,2.00,1.00,10.54,86.63,-0.04,0.00,,,
2/1/2022 9:09,13.90,79.90,426.00,2.40,0.00,0.30,0.00,99.80,99.90,38.90,2.00,1.00,10.55,86.47,-0.04,0.00,,,
2/1/2022 9:15,14.60,77.40,428.00,2.82,0.00,0.30,0.00,99.80,99.90,40.20,2.00,1.00,10.57,86.30,-0.04,0.00,,,
2/1/2022 9:20,15.20,74.40,427.00,3.32,0.00,0.30,0.00,99.80,99.90,38.30,2.00,0.00,10.59,86.30,2.29,0.00,,,
2/1/2022 9:24,15.70,72.60,429.00,3.66,0.00,0.30,0.00,99.80,99.90,37.20,2.00,0.00,10.62,86.30,4.63,0.00,,,
2/1/2022 9:29,15.80,71.70,432.00,3.80,0.00,0.30,0.00,99.80,99.90,36.00,2.00,23.00,10.64,86.30,6.96,0.00,,,
2/1/2022 9:35,16.00,71.10,431.00,3.93,0.00,0.30,0.00,99.80,99.90,0.00,2.00,22.00,10.68,86.30,7.29,0.00,,,
2/1/2022 9:40,16.20,71.00,434.00,3.99,0.00,0.30,0.00,99.80,99.90,0.00,2.00,23.00,10.73,86.30,7.62,0.00,,,
2/1/2022 9:45,16.20,71.00,433.00,3.99,0.00,0.30,0.00,99.80,99.90,0.00,2.00,22.00,10.77,86.30,7.96,0.00,-4.00,5.40,11.80
2/1/2022 9:49,16.20,71.00,437.00,3.99,0.00,0.30,0.00,99.80,99.90,0.00,2.00,24.00,10.85,86.17,8.29,0.00,-4.00,5.40,11.80
2/1/2022 9:54,16.30,71.10,439.00,4.00,0.00,0.30,0.00,99.80,99.90,0.00,2.00,22.00,10.92,86.03,8.63,0.00,-4.10,5.50,11.80
2/1/2022 10:00,16.30,71.00,437.00,4.02,0.00,0.30,0.00,99.80,99.90,0.00,2.00,23.00,11.00,85.90,8.96,0.00,-4.00,5.40,11.85
2/1/2022 10:05,16.30,70.80,439.00,4.04,0.00,0.30,0.00,97.10,99.90,30.00,2.00,28.00,11.10,85.63,8.29,0.00,-3.90,5.30,11.90
2/1/2022 10:09,16.30,71.00,437.00,4.02,0.00,0.30,0.00,94.00,99.90,28.60,2.00,25.00,11.20,85.37,7.62,0.00,-3.80,5.30,11.90
2/1/2022 10:14,16.20,71.00,437.00,3.99,0.00,0.30,0.00,91.00,99.90,28.60,2.00,22.00,11.30,85.10,6.96,0.00,-3.90,5.30,11.90
2/1/2022 10:20,16.20,71.10,440.00,3.98,0.00,0.30,0.00,34.60,99.90,28.40,2.00,24.00,11.37,84.80,8.96,0.00,-3.75,5.25,11.95
2/1/2022 10:25,16.10,71.50,439.00,3.90,0.00,0.30,0.00,0.10,99.90,29.40,2.00,27.00,11.44,84.50,10.96,0.00,-3.60,5.20,12.00
2/1/2022 10:30,16.10,71.40,442.00,3.91,0.00,0.30,0.00,0.10,99.90,29.50,2.00,30.00,11.51,84.20,12.96,0.00,-3.40,5.10,12.10
2/1/2022 10:34,16.20,71.00,444.00,3.99,0.00,0.30,0.00,0.10,99.90,28.40,2.00,26.00,11.59,84.07,11.96,0.00,-3.90,5.50,12.20
2/1/2022 10:39,16.20,71.10,443.00,3.98,0.00,0.30,0.00,0.10,99.90,28.10,2.00,27.00,11.66,83.93,10.96,0.00,-3.80,5.30,12.10
2/1/2022 10:45,16.20,71.30,442.00,3.95,0.00,0.30,0.00,0.10,99.90,28.00,2.00,26.00,11.74,83.80,9.96,0.00,-3.80,5.35,12.15
2/1/2022 10:50,16.20,71.10,443.00,3.98,0.00,0.30,0.00,0.10,99.90,27.90,2.00,25.00,11.82,83.73,9.96,0.00,-3.80,5.40,12.20
2/1/2022 10:54,16.20,71.20,445.00,3.96,0.00,0.30,0.00,0.10,99.90,28.30,2.00,27.00,11.90,83.67,9.96,0.00,-3.70,5.30,12.30
2/1/2022 10:59,16.20,71.30,444.00,3.95,0.00,0.30,0.00,0.10,99.90,28.70,2.00,25.00,11.98,83.60,9.96,0.00,-3.70,5.20,12.20
2/1/2022 11:05,16.20,71.10,444.00,3.98,0.00,0.30,0.00,0.10,99.90,29.30,2.00,24.00,12.02,83.43,8.96,0.00,-3.80,5.35,12.25
2/1/2022 11:10,16.20,71.20,443.00,3.96,0.00,0.30,0.00,0.10,99.90,28.30,2.00,22.00,12.07,83.27,7.96,0.00,-3.90,5.50,12.30
2/1/2022 11:15,16.30,71.10,444.00,4.00,0.00,0.30,0.00,0.10,99.90,28.00,2.00,24.00,12.11,83.10,6.96,0.00,-4.10,5.60,12.40
2/1/2022 11:19,16.00,71.70,448.00,3.85,0.00,0.30,0.00,56.60,97.10,27.30,2.00,25.00,12.17,83.10,8.96,0.00,-3.70,5.10,12.20
2/1/2022 11:24,15.90,72.30,448.00,3.74,0.00,0.30,0.00,99.80,94.10,26.90,2.00,27.00,12.22,83.10,10.96,0.00,-3.40,5.10,12.40
2/1/2022 11:30,16.00,71.90,448.00,3.82,0.00,0.30,0.00,99.80,91.10,26.20,2.00,30.00,12.28,83.10,12.96,0.00,-3.40,5.15,12.45
2/1/2022 11:35,16.00,72.30,448.00,3.77,0.00,0.30,0.00,99.80,33.20,25.80,2.00,49.00,12.34,83.10,12.62,0.00,-3.40,5.20,12.50
2/1/2022 11:39,16.00,72.30,449.00,3.77,0.00,0.30,0.00,99.80,0.20,25.30,2.00,66.00,12.39,83.10,12.29,0.00,-3.30,5.40,12.70
2/1/2022 11:44,16.00,72.40,448.00,3.75,0.00,0.30,0.00,99.80,0.20,24.90,2.00,61.00,12.45,83.10,11.96,0.00,-3.60,5.60,12.80
2/1/2022 11:50,16.00,72.50,446.00,3.74,0.00,0.30,0.00,99.80,0.20,24.30,2.00,51.00,12.53,82.97,12.29,0.00,-3.65,5.70,12.90
2/1/2022 11:55,16.10,72.70,448.00,3.73,0.00,0.30,0.00,99.80,0.20,24.10,2.00,64.00,12.60,82.83,12.62,0.00,-3.70,5.80,13.00
2/1/2022 12:00,16.10,72.70,449.00,3.73,0.00,0.30,0.00,99.80,0.20,23.60,2.00,58.00,12.68,82.70,12.96,0.00,-3.30,5.40,13.00
2/1/2022 12:04,16.10,73.00,448.00,3.69,0.00,0.30,0.00,99.80,0.20,23.30,2.00,56.00,12.76,82.57,11.96,0.00,-3.10,5.30,13.10
2/1/2022 12:09,16.10,73.20,451.00,3.67,0.00,0.30,0.00,99.80,0.20,23.90,2.00,56.00,12.85,82.43,10.96,0.00,-3.70,6.00,13.40
2/1/2022 12:15,16.10,73.10,451.00,3.68,0.00,0.30,0.00,99.80,0.20,24.60,2.00,51.00,12.93,82.30,9.96,0.00,-3.80,6.00,13.40
2/1/2022 12:20,16.20,73.10,455.00,3.70,0.00,0.30,0.00,99.80,0.20,25.30,2.00,59.00,13.00,82.30,11.63,0.00,-3.90,6.00,13.40
2/1/2022 12:24,16.30,72.90,453.00,3.75,0.00,0.30,0.00,99.80,0.20,25.30,2.00,73.00,13.07,82.30,13.29,0.00,-3.80,6.30,13.40
2/1/2022 12:29,16.40,72.60,456.00,3.82,0.00,0.30,0.00,99.80,0.20,0.00,2.00,66.00,13.14,82.30,14.96,0.00,-3.80,6.40,13.50
2/1/2022 12:35,16.50,72.60,454.00,3.84,0.00,0.30,0.00,99.80,0.20,0.00,2.00,61.00,13.27,82.13,15.29,0.00,-3.95,6.40,13.55
2/1/2022 12:40,16.40,72.80,455.00,3.79,0.00,0.30,0.00,99.80,0.20,0.00,2.00,76.00,13.41,81.97,15.62,0.00,-4.10,6.40,13.60
2/1/2022 12:45,16.50,72.80,456.00,3.81,0.00,0.30,0.00,99.80,0.20,0.00,2.00,78.00,13.54,81.80,15.96,0.00,-3.80,6.60,13.80
2/1/2022 12:49,16.60,72.70,457.00,3.85,0.00,0.30,0.00,99.80,0.20,0.00,2.00,86.00,13.63,81.67,18.29,0.00,-3.20,6.40,14.00
2/1/2022 12:54,16.60,72.80,460.00,3.84,0.00,0.30,0.00,99.80,0.20,0.00,2.00,97.00,13.71,81.53,20.63,0.00,-2.30,5.80,14.00
2/1/2022 13:00,16.70,72.60,462.00,3.89,0.00,0.30,0.00,99.80,0.20,0.00,2.00,85.00,13.80,81.40,22.96,0.00,-2.45,6.10,14.10
2/1/2022 13:05,16.70,72.40,463.00,3.92,0.00,0.30,0.00,99.80,0.20,0.00,2.00,78.00,13.92,81.27,20.62,0.00,-2.60,6.40,14.20
2/1/2022 13:09,16.80,72.40,466.00,3.94,0.00,0.30,0.00,99.80,0.20,0.00,2.00,66.00,14.03,81.13,18.29,0.00,-4.10,7.10,14.30
2/1/2022 13:14,16.70,72.70,466.00,3.87,0.00,0.30,0.00,99.80,0.20,0.00,2.00,72.00,14.15,81.00,15.96,0.00,-4.20,7.30,14.40
2/1/2022 13:20,16.80,72.80,467.00,3.88,0.00,0.30,0.00,99.80,0.20,0.00,2.00,113.00,14.25,80.83,19.96,0.00,-3.70,6.95,14.40
2/1/2022 13:25,16.90,72.70,467.00,3.92,0.60,0.30,0.00,99.80,0.20,0.00,2.00,119.00,14.34,80.67,23.96,0.00,-3.20,6.60,14.40
2/1/2022 13:30,17.00,72.40,465.00,3.98,0.60,0.30,0.00,99.80,0.20,0.00,2.00,96.00,14.44,80.50,27.96,0.00,-2.20,6.60,14.80
2/1/2022 13:34,17.10,72.00,465.00,4.07,0.00,0.30,0.00,99.80,0.20,0.00,2.00,98.00,14.55,80.57,26.29,0.00,-3.40,7.50,14.90
2/1/2022 13:39,17.20,72.00,471.00,4.09,0.00,0.30,0.00,99.80,0.20,0.00,2.00,88.00,14.67,80.63,24.62,0.00,-3.50,7.60,15.10
2/1/2022 13:45,17.20,71.80,472.00,4.12,0.00,0.30,0.00,99.80,0.20,0.00,2.00,130.00,14.78,80.70,22.96,0.00,-3.60,7.85,15.20
2/1/2022 13:50,17.30,71.60,474.00,4.18,0.00,0.30,0.00,99.80,0.20,0.00,2.00,118.00,14.97,80.57,26.63,0.00,-3.70,8.10,15.30
2/1/2022 13:54,17.50,71.20,476.00,4.29,0.00,0.30,0.00,97.00,0.20,0.00,2.00,151.00,15.15,80.43,30.29,0.00,-2.10,7.40,15.50
