Yr,Mon,Day,Harvest #,Treatment,Cultivar,Row,Bucket,TB#,TBFW,TFW/Berry,MB#,MBFW,MFW/Berry,,,TB#,TBFW,MB#,MBFW,kg/pl/3mon,lb/pl/3mon,lb/acre/3mon,lb/acre/9mon,,,,,,,,,
2020,12,25,1,Control,CA,3,3,3,54.1,18.0333333333333,0,, ,,,,,,,,,,,,,,,,,,,
2020,12,25,1,Control,CA,3,4,5,115.1,23.02,2,6.3,3.15,,,,,,,,,,,,,,26,534.1,22.3304761904762,7,162.3,24.33
2020,12,25,1,Control,AL,1,1,1,3.8,3.8,1,3.8,3.8,,,,,,,,,,,,,,,,,,,
2020,12,25,1,Control,AL,1,2,1,28.6,28.6,0,, ,,,,,,,,,,,,,,,,,,,
2020,12,25,1,Control,AL,1,3,0,, ,0,, ,,,,,,,,,,,,,,,,,,,
2020,12,25,1,Control,AL,1,4,0,, ,0,, ,,,,,,,,,,,,,,,,,,,
2020,12,25,1,Control,AL,2,1,0,, ,0,, ,,,,,,,,,,,,,,,,,,,
2020,12,25,1,Control,AL,2,2,0,, ,0,, ,,,,,,,,,,,,,,,,,,,
2020,12,25,1,Control,AL,2,3,0,, ,0,, ,,,,,,,,,,,,,,,,,,,
2020,12,25,1,Control,AL,2,4,0,, ,0,, ,,,,,,,,,,,,,,,,,,,
2020,12,25,1,Control,AL,3,1,1,35.4,35.4,1,35.4,35.4,,,,,,,,,,,,,,,,,,,
2020,12,25,1,Control,AL,3,2,0,, ,0,, ,,,,,,,,,,,,,,,,,,,
2020,12,25,1,Control,AL,3,3,3,69,23,2,37.1,18.55,,,,,,,,,,,,,,,,,,,
2020,12,25,1,Control,AL,3,4,1,26.1,26.1,0,, ,,,,,,,,,,,,,,7,162.9,23.38,4,76.3,19.25
2020,12,29,2,CO2,CA,1,1,3,54.7,18.2333333333333,1,35.3,35.3,,,,,,,,,,,,,,,,,,,
2020,12,29,2,CO2,CA,1,2,1,27.9,27.9,1,27.9,27.9,,,,,,,,,,,,,,,,,,,
2020,12,29,2,CO2,CA,1,3,0,, ,0,, ,,,,,,,,,,,,,,,,,,,
2020,12,29,2,CO2,CA,1,4,5,118.7,23.74,4,16.5,4.125,,,,,,,,,,,,,,,,,,,
2020,12,29,2,CO2,CA,2,1,1,12,12,0,, ,,,,,,,,,,,,,,,,,,,
2020,12,29,2,CO2,CA,2,2,6,15.7,2.61666666666667,2,57.7,28.85,,,,,,,,,,,,,,,,,,,
2020,12,29,2,CO2,CA,2,3,2,39.5,19.75,0,, ,,,,,,,,,,,,,,,,,,,
2020,12,29,2,CO2,CA,2,4,2,24.7,12.35,0,, ,,,,,,,,,,,,,,,,,,,
2020,12,29,2,CO2,CA,3,1,2,24.1,12.05,0,, ,,,,,,,,,,,,,,,,,,,
2020,12,29,2,CO2,CA,3,2,2,28.7,14.35,0,, ,,,,,,,,,,,,,,,,,,,
2020,12,29,2,CO2,CA,3,3,0,, ,0,, ,,,,,,,,,,,,,,,,,,,
2020,12,29,2,CO2,CA,3,4,2,42.5,21.25,1,3,3,,,,,,,,,,,,,,26,388.5,16.424,9,140.4,19.835
2020,12,29,2,CO2,AL,1,1,2,28,14,0,, ,,,,,,,,,,,,,,,,,,,
2020,12,29,2,CO2,AL,1,2,1,24.9,24.9,0,, ,,,,,,,,,,,,,,,,,,,
2020,12,29,2,CO2,AL,1,3,0,, ,0,, ,,,,,,,,,,,,,,,,,,,
2020,12,29,2,CO2,AL,1,4,0,, ,0,, ,,,,,,,,,,,,,,,,,,,
2020,12,29,2,CO2,AL,2,1,1,18.4,18.4,0,, ,,,,,,,,,,,,,,,,,,,
2020,12,29,2,CO2,AL,2,2,1,26.5,26.5,1,26.5,26.5,,,,,,,,,,,,,,,,,,,
2020,12,29,2,CO2,AL,2,3,1,2.4,2.4,0,, ,,,,,,,,,,,,,,,,,,,
2020,12,29,2,CO2,AL,2,4,1,21.7,21.7,0,, ,,,,,,,,,,,,,,,,,,,
2020,12,29,2,CO2,AL,3,1,1,15.2,15.2,0,, ,,,,,,,,,,,,,,,,,,,
2020,12,29,2,CO2,AL,3,2,0,, ,0,, ,,,,,,,,,,,,,,,,,,,
2020,12,29,2,CO2,AL,3,3,0,, ,0,, ,,,,,,,,,,,,,,,,,,,
2020,12,29,2,CO2,AL,3,4,0,, ,0,, ,,,,,,,,,,,,,,8,137.1,17.5857142857143,1,26.5,26.5
2020,12,29,2,Control,CA,1,1,0,, ,0,, ,,,,,,,,,,,,,,,,,,,
2020,12,29,2,Control,CA,1,2,1,45.7,45.7,1,45.7,45.7,,,,,,,,,,,,,,,,,,,
2020,12,29,2,Control,CA,1,3,2,83.6,41.8,2,83.6,41.8,,,,,,,,,,,,,,,,,,,
2020,12,29,2,Control,CA,1,4,1,39.9,39.9,1,39.9,39.9,,,,,,,,,,,,,,,,,,,
2020,12,29,2,Control,CA,2,1,0,, ,0,, ,,,,,,,,,,,,,,,,,,,
2020,12,29,2,Control,CA,2,2,3,66.8,22.2666666666667,0,, ,,,,,,,,,,,,,,,,,,,
2020,12,29,2,Control,CA,2,3,0,, ,0,, ,,,,,,,,,,,,,,,,,,,
2020,12,29,2,Control,CA,2,4,0,, ,0,, ,,,,,,,,,,,,,,,,,,,
2020,12,29,2,Control,CA,3,1,4,68,17,1,32.8,32.8,,,,,,,,,,,,,,,,,,,
2020,12,29,2,Control,CA,3,2,0,, ,0,, ,,,,,,,,,,,,,,,,,,,
2020,12,29,2,Control,CA,3,3,0,, ,0,, ,,,,,,,,,,,,,,,,,,,
2020,12,29,2,Control,CA,3,4,0,, ,0,, ,,,,,,,,,,,,,,11,304,33.3333333333333,5,202,40.05
2020,12,29,2,Control,AL,1,1,0,, ,0,, ,,,,,,,,,,,,,,,,,,,
2020,12,29,2,Control,AL,1,2,0,, ,0,, ,,,,,,,,,,,,,,,,,,,
2020,12,29,2,Control,AL,1,3,0,, ,0,, ,,,,,,,,,,,,,,,,,,,
2020,12,29,2,Control,AL,1,4,6,14.1,2.35,3,66.2,22.0666666666667,,,,,,,,,,,,,,,,,,,
2020,12,29,2,Control,AL,2,1,0,, ,0,, ,,,,,,,,,,,,,,,,,,,
2020,12,29,2,Control,AL,2,2,1,26.8,26.8,1,26.8,26.8,,,,,,,,,,,,,,,,,,,
2020,12,29,2,Control,AL,2,3,0,, ,0,, ,,,,,,,,,,,,,,,,,,,
2020,12,29,2,Control,AL,2,4,0,, ,0,, ,,,,,,,,,,,,,,,,,,,
2020,12,29,2,Control,AL,3,1,0,, ,0,, ,,,,,,,,,,,,,,,,,,,
2020,12,29,2,Control,AL,3,2,0,, ,0,, ,,,,,,,,,,,,,,,,,,,
2020,12,29,2,Control,AL,3,3,0,, ,0,, ,,,,,,,,,,,,,,,,,,,
2020,12,29,2,Control,AL,3,4,0,, ,0,, ,,,,,,,,,,,,,,7,40.9,14.575,4,93,24.4333333333334
2021,1,1,3,CO2,CA,1,1,0,, ,0,, ,,,,,,,,,,,,,,,,,,,
2021,1,1,3,CO2,CA,1,2,0,, ,0,, ,,,,,,,,,,,,,,,,,,,
2021,1,1,3,CO2,CA,1,3,1,21,21,0,, ,,,,,,,,,,,,,,,,,,,
2021,1,1,3,CO2,CA,1,4,3,63.3,21.1,1,34.7,34.7,,,,,,,,,,,,,,,,,,,
2021,1,1,3,CO2,CA,2,1,1,27,27,1,27,27,,,,,,,,,,,,,,,,,,,
2021,1,1,3,CO2,CA,2,2,0,, ,0,, ,,,,,,,,,,,,,,,,,,,
2021,1,1,3,CO2,CA,2,3,1,17.9,17.9,0,, ,,,,,,,,,,,,,,,,,,,
2021,1,1,3,CO2,CA,2,4,0,, ,0,, ,,,,,,,,,,,,,,,,,,,
2021,1,1,3,CO2,CA,3,1,0,, ,0,, ,,,,,,,,,,,,,,,,,,,
2021,1,1,3,CO2,CA,3,2,0,, ,0,, ,,,,,,,,,,,,,,,,,,,
2021,1,1,3,CO2,CA,3,3,1,5.4,5.4,0,, ,,,,,,,,,,,,,,,,,,,
2021,1,1,3,CO2,CA,3,4,0,, ,0,, ,,,,,,,,,,,,,,7,134.6,18.48,2,61.7,30.85
2021,1,1,3,CO2,AL,1,1,0,, ,0,, ,,,,,,,,,,,,,,,,,,,
2021,1,1,3,CO2,AL,1,2,1,38.3,38.3,1,38.3,38.3,,,,,,,,,,,,,,,,,,,
2021,1,1,3,CO2,AL,1,3,0,, ,0,, ,,,,,,,,,,,,,,,,,,,
2021,1,1,3,CO2,AL,1,4,0,, ,0,, ,,,,,,,,,,,,,,,,,,,
2021,1,1,3,CO2,AL,2,1,0,, ,0,, ,,,,,,,,,,,,,,,,,,,
2021,1,1,3,CO2,AL,2,2,2,32.5,16.25,0,, ,,,,,,,,,,,,,,,,,,,
2021,1,1,3,CO2,AL,2,3,0,, ,0,, ,,,,,,,,,,,,,,,,,,,
2021,1,1,3,CO2,AL,2,4,0,, ,0,, ,,,,,,,,,,,,,,,,,,,
2021,1,1,3,CO2,AL,3,1,0,, ,0,, ,,,,,,,,,,,,,,,,,,,
2021,1,1,3,CO2,AL,3,2,0,, ,0,, ,,,,,,,,,,,,,,,,,,,
2021,1,1,3,CO2,AL,3,3,0,, ,0,, ,,,,,,,,,,,,,,,,,,,
2021,1,1,3,CO2,AL,3,4,1,7.4,7.4,0,, ,,,,,,,,,,,,,,4,78.2,20.65,1,38.3,38.3
2021,1,1,3,Control,CA,1,1,1,18.1,18.1,0,, ,,,,,,,,,,,,,,,,,,,
2021,1,1,3,Control,CA,1,2,2,4.5,2.25,1,23,23,,,,,,,,,,,,,,,,,,,
2021,1,1,3,Control,CA,1,3,0,, ,0,, ,,,,,,,,,,,,,,,,,,,
2021,1,1,3,Control,CA,1,4,3,51.9,17.3,2,33.4,16.7,,,,,,,,,,,,,,,,,,,
2021,1,1,3,Control,CA,2,1,1,2.3,2.3,0,, ,,,,,,,,,,,,,,,,,,,
2021,1,1,3,Control,CA,2,2,4,52.3,13.075,1,14.5,14.5,,,,,,,,,,,,,,,,,,,
2021,1,1,3,Control,CA,2,3,0,, ,0,, ,,,,,,,,,,,,,,,,,,,
2021,1,1,3,Control,CA,2,4,0,, ,0,, ,,,,,,,,,,,,,,,,,,,
2021,1,1,3,Control,CA,3,1,1,14.9,14.9,0,, ,,,,,,,,,,,,,,,,,,,
2021,1,1,3,Control,CA,3,2,1,6.2,6.2,0,, ,,,,,,,,,,,,,,,,,,,
2021,1,1,3,Control,CA,3,3,1,8.2,8.2,0,, ,,,,,,,,,,,,,,,,,,,
2021,1,1,3,Control,CA,3,4,7,81.1,11.5857142857143,4,56.2,14.05,,,,,,,,,,,,,,21,239.5,10.4345238095238,8,127.1,17.0625
2021,1,1,3,Control,AL,1,1,0,, ,0,, ,,,,,,,,,,,,,,,,,,,
2021,1,1,3,Control,AL,1,2,0,, ,0,, ,,,,,,,,,,,,,,,,,,,
2021,1,1,3,Control,AL,1,3,1,12,12,0,, ,,,,,,,,,,,,,,,,,,,
2021,1,1,3,Control,AL,1,4,0,, ,0,, ,,,,,,,,,,,,,,,,,,,
2021,1,1,3,Control,AL,2,1,0,, ,0,, ,,,,,,,,,,,,,,,,,,,
2021,1,1,3,Control,AL,2,2,1,18.5,18.5,1,18.5,18.5,,,,,,,,,,,,,,,,,,,
2021,1,1,3,Control,AL,2,3,0,, ,0,, ,,,,,,,,,,,,,,,,,,,
2021,1,1,3,Control,AL,2,4,0,, ,0,, ,,,,,,,,,,,,,,,,,,,
2021,1,1,3,Control,AL,3,1,0,, ,0,, ,,,,,,,,,,,,,,,,,,,
2021,1,1,3,Control,AL,3,2,0,, ,0,, ,,,,,,,,,,,,,,,,,,,
2021,1,1,3,Control,AL,3,3,0,, ,0,, ,,,,,,,,,,,,,,,,,,,
2021,1,1,3,Control,AL,3,4,0,, ,0,, ,,,,,,,,,,,,,,2,30.5,15.25,1,18.5,18.5
2021,1,5,4,CO2,CA,1,1,0,, ,0,, ,,,,,,,,,,,,,,,,,,,
2021,1,5,4,CO2,CA,1,2,2,36.2,18.1,0,, ,,,,,,,,,,,,,,,,,,,
2021,1,5,4,CO2,CA,1,3,2,44.8,22.4,2,44.8,22.4,,,,,,,,,,,,,,,,,,,
2021,1,5,4,CO2,CA,1,4,4,42.2,10.55,0,, ,,,,,,,,,,,,,,,,,,,
2021,1,5,4,CO2,CA,2,1,0,, ,0,, ,,,,,,,,,,,,,,,,,,,
2021,1,5,4,CO2,CA,2,2,1,4.3,4.3,0,, ,,,,,,,,,,,,,,,,,,,
2021,1,5,4,CO2,CA,2,3,1,9.6,9.6,0,, ,,,,,,,,,,,,,,,,,,,
2021,1,5,4,CO2,CA,2,4,2,4.5,2.25,1,2.7,2.7,,,,,,,,,,,,,,,,,,,
2021,1,5,4,CO2,CA,3,1,1,11.2,11.2,0,, ,,,,,,,,,,,,,,,,,,,
2021,1,5,4,CO2,CA,3,2,1,6.5,6.5,0,, ,,,,,,,,,,,,,,,,,,,
2021,1,5,4,CO2,CA,3,3,1,15.6,15.6,0,, ,,,,,,,,,,,,,,,,,,,
2021,1,5,4,CO2,CA,3,4,1,18.8,18.8,0,, ,,,,,,,,,,,,,,16,193.7,11.93,3,47.5,12.55
2021,1,5,4,CO2,AL,1,1,0,, ,0,, ,,,,,,,,,,,,,,,,,,,
2021,1,5,4,CO2,AL,1,2,3,61.6,20.5333333333333,1,28.7,28.7,,,,,,,,,,,,,,,,,,,
2021,1,5,4,CO2,AL,1,3,0,, ,0,, ,,,,,,,,,,,,,,,,,,,
2021,1,5,4,CO2,AL,1,4,3,34,11.3333333333333,1,16.2,16.2,,,,,,,,,,,,,,,,,,,
2021,1,5,4,CO2,AL,2,1,1,2,2,1,2,2,,,,,,,,,,,,,,,,,,,
2021,1,5,4,CO2,AL,2,2,1,13.3,13.3,0,, ,,,,,,,,,,,,,,,,,,,
2021,1,5,4,CO2,AL,2,3,1,24.3,24.3,0,, ,,,,,,,,,,,,,,,,,,,
2021,1,5,4,CO2,AL,2,4,6,137.3,22.8833333333333,5,123,24.6,,,,,,,,,,,,,,,,,,,
2021,1,5,4,CO2,AL,3,1,1,14.3,14.3,1,14.3,14.3,,,,,,,,,,,,,,,,,,,
2021,1,5,4,CO2,AL,3,2,0,, ,0,, ,,,,,,,,,,,,,,,,,,,
2021,1,5,4,CO2,AL,3,3,0,, ,0,, ,,,,,,,,,,,,,,,,,,,
2021,1,5,4,CO2,AL,3,4,2,27.9,13.95,1,19.9,19.9,,,,,,,,,,,,,,18,314.7,15.325,10,204.1,17.6166666666667
2021,1,5,4,Control,CA,1,1,4,47.5,11.875,1,26,26,,,,,,,,,,,,,,,,,,,
2021,1,5,4,Control,CA,1,2,2,26,13,1,17.1,17.1,,,,,,,,,,,,,,,,,,,
2021,1,5,4,Control,CA,1,3,1,2.7,2.7,1,2.7,2.7,,,,,,,,,,,,,,,,,,,
2021,1,5,4,Control,CA,1,4,5,93.9,18.78,5,93.9,18.78,,,,,,,,,,,,,,,,,,,
2021,1,5,4,Control,CA,2,1,5,47.4,9.48,0,, ,,,,,,,,,,,,,,,,,,,
2021,1,5,4,Control,CA,2,2,15,226.5,15.1,8,148.5,18.5625,,,,,,,,,,,,,,,,,,,
2021,1,5,4,Control,CA,2,3,4,41.9,10.475,0,, ,,,,,,,,,,,,,,,,,,,
2021,1,5,4,Control,CA,2,4,0,, ,0,, ,,,,,,,,,,,,,,,,,,,
2021,1,5,4,Control,CA,3,1,3,33.8,11.2666666666667,1,18,18,,,,,,,,,,,,,,,,,,,
2021,1,5,4,Control,CA,3,2,4,18.8,4.7,0,, ,,,,,,,,,,,,,,,,,,,
2021,1,5,4,Control,CA,3,3,4,37.9,9.475,0,, ,,,,,,,,,,,,,,,,,,,
2021,1,5,4,Control,CA,3,4,6,9.2,1.53333333333333,4,75.3,18.825,,,,,,,,,,,,,,53,585.6,9.85318181818182,21,381.5,17.1382142857143
2021,1,5,4,Control,AL,1,1,0,, ,0,, ,,,,,,,,,,,,,,,,,,,
2021,1,5,4,Control,AL,1,2,3,36.8,12.2666666666667,0,, ,,,,,,,,,,,,,,,,,,,
2021,1,5,4,Control,AL,1,3,0,, ,0,, ,,,,,,,,,,,,,,,,,,,
2021,1,5,4,Control,AL,1,4,1,18.7,18.7,0,, ,,,,,,,,,,,,,,,,,,,
2021,1,5,4,Control,AL,2,1,5,51.1,10.22,1,15.1,15.1,,,,,,,,,,,,,,,,,,,
2021,1,5,4,Control,AL,2,2,0,, ,0,, ,,,,,,,,,,,,,,,,,,,
2021,1,5,4,Control,AL,2,3,1,2.3,2.3,1,2.3,2.3,,,,,,,,,,,,,,,,,,,
2021,1,5,4,Control,AL,2,4,0,, ,0,, ,,,,,,,,,,,,,,,,,,,
2021,1,5,4,Control,AL,3,1,0,, ,0,, ,,,,,,,,,,,,,,,,,,,
2021,1,5,4,Control,AL,3,2,0,, ,0,, ,,,,,,,,,,,,,,,,,,,
2021,1,5,4,Control,AL,3,3,2,29.2,14.6,1,19.7,19.7,,,,,,,,,,,,,,,,,,,
2021,1,5,4,Control,AL,3,4,3,26.6,8.86666666666667,0,, ,,,,,,,,,,,,,,15,164.7,11.1588888888889,3,37.1,12.3666666666667
2021,1,8,5,CO2,CA,1,1,1,9.4,9.4,0,, ,,,,,,,,,,,,,,,,,,,
2021,1,8,5,CO2,CA,1,2,0,, ,0,, ,,,,,,,,,,,,,,,,,,,
2021,1,8,5,CO2,CA,1,3,0,, ,0,, ,,,,,,,,,,,,,,,,,,,
2021,1,8,5,CO2,CA,1,4,0,, ,0,, ,,,,,,,,,,,,,,,,,,,
2021,1,8,5,CO2,CA,2,1,0,, ,0,, ,,,,,,,,,,,,,,,,,,,
2021,1,8,5,CO2,CA,2,2,0,, ,0,, ,,,,,,,,,,,,,,,,,,,
2021,1,8,5,CO2,CA,2,3,0,, ,0,, ,,,,,,,,,,,,,,,,,,,
2021,1,8,5,CO2,CA,2,4,0,, ,0,, ,,,,,,,,,,,,,,,,,,,
2021,1,8,5,CO2,CA,3,1,0,, ,0,, ,,,,,,,,,,,,,,,,,,,
2021,1,8,5,CO2,CA,3,2,1,4.9,4.9,0,, ,,,,,,,,,,,,,,,,,,,
2021,1,8,5,CO2,CA,3,3,1,6.3,6.3,0,, ,,,,,,,,,,,,,,,,,,,
2021,1,8,5,CO2,CA,3,4,0,, ,0,, ,,,,,,,,,,,,,,3,20.6,6.86666666666667,0,0,#DIV/0!
2021,1,8,5,CO2,AL,1,1,0,, ,0,, ,,,,,,,,,,,,,,,,,,,
2021,1,8,5,CO2,AL,1,2,0,, ,0,, ,,,,,,,,,,,,,,,,,,,
2021,1,8,5,CO2,AL,1,3,0,, ,0,, ,,,,,,,,,,,,,,,,,,,
2021,1,8,5,CO2,AL,1,4,0,, ,0,, ,,,,,,,,,,,,,,,,,,,
2021,1,8,5,CO2,AL,2,1,2,29.3,14.65,0,, ,,,,,,,,,,,,,,,,,,,
2021,1,8,5,CO2,AL,2,2,2,34.2,17.1,2,34.2,17.1,,,,,,,,,,,,,,,,,,,
2021,1,8,5,CO2,AL,2,3,1,11.9,11.9,0,, ,,,,,,,,,,,,,,,,,,,
2021,1,8,5,CO2,AL,2,4,1,13.7,13.7,0,, ,,,,,,,,,,,,,,,,,,,
2021,1,8,5,CO2,AL,3,1,1,6.5,6.5,0,, ,,,,,,,,,,,,,,,,,,,
2021,1,8,5,CO2,AL,3,2,0,, ,0,, ,,,,,,,,,,,,,,,,,,,
2021,1,8,5,CO2,AL,3,3,0,, ,0,, ,,,,,,,,,,,,,,,,,,,
2021,1,8,5,CO2,AL,3,4,2,21.5,10.75,0,, ,,,,,,,,,,,,,,9,117.1,12.4333333333333,2,34.2,17.1
2021,1,8,5,Control,CA,1,1,3,34.2,11.4,0,, ,,,,,,,,,,,,,,,,,,,
2021,1,8,5,Control,CA,1,2,2,22.2,11.1,0,, ,,,,,,,,,,,,,,,,,,,
2021,1,8,5,Control,CA,1,3,0,, ,0,, ,,,,,,,,,,,,,,,,,,,
2021,1,8,5,Control,CA,1,4,2,18,9,1,11.4,11.4,,,,,,,,,,,,,,,,,,,
2021,1,8,5,Control,CA,2,1,2,13.1,6.55,0,, ,,,,,,,,,,,,,,,,,,,
2021,1,8,5,Control,CA,2,2,0,, ,0,, ,,,,,,,,,,,,,,,,,,,
2021,1,8,5,Control,CA,2,3,2,9,4.5,0,, ,,,,,,,,,,,,,,,,,,,
2021,1,8,5,Control,CA,2,4,0,, ,0,, ,,,,,,,,,,,,,,,,,,,
2021,1,8,5,Control,CA,3,1,1,4.6,4.6,0,, ,,,,,,,,,,,,,,,,,,,
2021,1,8,5,Control,CA,3,2,0,, ,0,, ,,,,,,,,,,,,,,,,,,,
2021,1,8,5,Control,CA,3,3,0,, ,0,, ,,,,,,,,,,,,,,,,,,,
2021,1,8,5,Control,CA,3,4,6,6.8,1.13333333333333,4,54.2,13.55,,,,,,,,,,,,,,18,107.9,6.89761904761905,5,65.6,12.475
2021,1,8,5,Control,AL,1,1,2,15.3,7.65,0,, ,,,,,,,,,,,,,,,,,,,
2021,1,8,5,Control,AL,1,2,3,34.1,11.3666666666667,2,24.1,12.05,,,,,,,,,,,,,,,,,,,
2021,1,8,5,Control,AL,1,3,1,9.8,9.8,0,, ,,,,,,,,,,,,,,,,,,,
2021,1,8,5,Control,AL,1,4,0,, ,0,, ,,,,,,,,,,,,,,,,,,,
2021,1,8,5,Control,AL,2,1,0,, ,0,, ,,,,,,,,,,,,,,,,,,,
2021,1,8,5,Control,AL,2,2,1,13.6,13.6,1,13.6,13.6,,,,,,,,,,,,,,,,,,,
2021,1,8,5,Control,AL,2,3,2,19.2,9.6,1,11.2,11.2,,,,,,,,,,,,,,,,,,,
2021,1,8,5,Control,AL,2,4,2,13.2,6.6,0,, ,,,,,,,,,,,,,,,,,,,
2021,1,8,5,Control,AL,3,1,3,3.9,1.3,0,, ,,,,,,,,,,,,,,,,,,,
2021,1,8,5,Control,AL,3,2,3,23.3,7.76666666666667,0,, ,,,,,,,,,,,,,,,,,,,
2021,1,8,5,Control,AL,3,3,1,5.5,5.5,0,, ,,,,,,,,,,,,,,,,,,,
2021,1,8,5,Control,AL,3,4,0,, ,0,, ,,,,,,,,,,,,,,18,137.9,8.13148148148149,4,48.9,12.2833333333333
2021,1,12,6,CO2,CA,1,1,0,, ,0,, ,,,,,,,,,,,,,,,,,,,
2021,1,12,6,CO2,CA,1,2,4,51.3,12.825,0,, ,,,,,,,,,,,,,,,,,,,
2021,1,12,6,CO2,CA,1,3,6,94.1,15.6833333333333,2,42.1,21.05,,,,,,,,,,,,,,,,,,,
2021,1,12,6,CO2,CA,1,4,16,226.2,14.1375,5,12.2,2.44,,,,,,,,,,,,,,,,,,,
2021,1,12,6,CO2,CA,2,1,0,, ,0,, ,,,,,,,,,,,,,,,,,,,
2021,1,12,6,CO2,CA,2,2,2,16.6,8.3,0,, ,,,,,,,,,,,,,,,,,,,
2021,1,12,6,CO2,CA,2,3,4,64.4,16.1,1,32.7,32.7,,,,,,,,,,,,,,,,,,,
2021,1,12,6,CO2,CA,2,4,5,134.1,26.82,4,126.5,31.625,,,,,,,,,,,,,,,,,,,
2021,1,12,6,CO2,CA,3,1,2,47.6,23.8,1,31.5,31.5,,,,,,,,,,,,,,,,,,,
2021,1,12,6,CO2,CA,3,2,7,128.6,18.3714285714286,5,113.5,22.7,,,,,,,,,,,,,,,,,,,
2021,1,12,6,CO2,CA,3,3,9,238.7,26.5222222222222,6,195.4,32.5666666666667,,,,,,,,,,,,,,,,,,,
2021,1,12,6,CO2,CA,3,4,0,, ,0,, ,,,,,,,,,,,,,,55,1001.6,18.0621649029982,24,553.9,24.9402380952381
