%time,AbsHumOut,Iglob,PARout,Pyrgeo,RadSum,Rain,Rhout,Tout,Winddir,Windsp
43815.07986,6.230588001,0,0,-62.99999993,0,0,85.1,6.100000003,16,2.7
43815.08333,6.271813,0,0,-60.9999998,0,0,85.1,6.2,16,2.7
43815.08681,6.271813,0,0,-59.00000027,0,0,85.1,6.2,16,2.7
43815.09028,6.257117751,0,0,-59,0,0,84.90000001,6.2,16,3.29999996
43815.09375,6.25711775,0,0,-59,0,0,84.9,6.2,16,3.3
43815.09722,6.271813,0,0,-60.00000007,0,0,85.10000001,6.2,16,3.3
43815.10069,6.279160499,0,0,-60.99999987,0,0,85.19999999,6.2,16,3.3
43815.10417,6.252486713,0,0,-61.9999999,0,0,85.39999998,6.10000001,16,3.3
43815.10764,6.274384499,0,0,-62,0,0,85.69999999,6.1,16,3.3
43815.11111,6.303581,0,0,-57.99999997,0,0,86.10000001,6.1,16,3.3
43815.11458,6.318179607,0,0,-56.9999999,0,0,86.30000001,6.09999999,16,3.3
43815.11806,6.283870005,0,0,-56.00000013,0,0,86.39999999,6.000000013,16,3.3
43815.12153,6.361972325,0,0,-56,0,0,86.89999997,6.099999993,16,3.3
43815.125,6.38386774,0,0,-57,0,0,87.2,6.1,16,3.3
43815.12847,6.356378001,0,0,-58.99999993,0,0,87.40000002,6,16,3.3
43815.13194,6.378129477,0,0,-58.00000013,0,0,87.69999996,6,16,3.3
43815.13542,6.449552533,0,0,-55.0000003,0,0,88.09999996,6.09999999,16,3.3
43815.13889,6.45685,0,0,-53.00000007,0,0,88.2,6.1,16,3.3
43815.14236,6.46414852,0,0,-52,0,0,88.3,6.1,16,3.3
43815.14583,6.471446511,0,0,-52,0,0,88.40000001,6.1,16,3.3
43815.14931,6.478743999,0,0,-52,0,0,88.49999999,6.1,16,3.3
43815.15278,6.486042,0,0,-51.00000007,0,0,88.59999999,6.1,16,3.3
43815.15625,6.49333954,0,0,-50,0,0,88.7,6.1,16,3.3
43815.15972,6.493339541,0,0,-47.99999987,0,0,88.70000001,6.1,16,3.30000002
43815.16319,6.507934998,0,0,-46.00000027,0,0,88.89999997,6.1,16,3.59999996
43815.16667,6.522529999,0,0,-46.9999999,0,0,89.09999998,6.1,16,3.6
43815.17014,6.544422629,0,0,-47,0,0,89.39999999,6.1,16,3.6
43815.17361,6.544422631,0,0,-48.0000001,0,0,89.40000001,6.1,16,3.6
43815.17708,6.566313997,0,0,-51.0000002,0,0,89.70000002,6.09999999,16,3.6
43815.18056,6.537626274,0,0,-52.99999973,0,0,89.89999997,6.000000013,16,3.6
43815.18403,6.53762627,0,0,-56.99999973,0,0,89.9,6,16,3.6
43815.1875,6.5521245,0,0,-58,0,0,90.1,6,16,3.6
43815.19097,6.559373379,0,0,-58,0,0,90.20000003,5.999999993,16,3.6
43815.19444,6.545005002,0,0,-58,0,0,90.59999995,5.900000013,16,3.6
43815.19792,6.610116473,0,0,-56.0000002,0,0,90.89999997,5.99999999,16,3.6
43815.20139,6.646359999,0,0,-54.00000007,0,0,91.39999998,6,16,3.699999997
43815.20486,6.64636,0,0,-52.99999993,0,0,91.40000001,6,16,3.7
43815.20833,6.660856251,0,0,-50.9999998,0,0,91.60000002,6,16,3.7
43815.21181,6.675353528,0,0,-49.00000027,0,0,91.79999997,6,16,3.7
43815.21528,6.689849999,0,0,-48.00000007,0,0,91.99999999,6,16,3.7
43815.21875,6.704346,0,0,-50,0,0,92.2,6,16,3.7
43815.22222,6.733338361,0,0,-50.00000027,0,0,92.60000001,6,16,3.7
43815.22569,6.747833998,0,0,-53.99999946,0,0,92.79999997,6,16,3.7
43815.22917,6.814389993,0,0,-55.9999998,0,0,93.09999997,6.09999999,16,3.20000005
43815.23264,6.8289814,0,0,-62.99999977,0,0,93.29999999,6.1,16,3.2
43815.23611,6.798567301,0,0,-59.99999993,0,0,93.50000001,6,16,3.2
43815.23958,6.820309641,0,0,-58.0000004,0,0,93.80000002,6,16,3.2
43815.24306,6.834803998,0,0,-61.99999946,0,0,93.99999997,6,16,3.2
43815.24653,6.894636996,0,0,-66.99999966,0,0,94.19999999,6.099999993,16,3.2
43815.25,6.894637,0,0,-66,0,0,94.2,6.1,16,3.2
43815.25347,6.909227368,0,0,-68.99999993,0,0,94.40000001,6.099999993,16,3.2
43815.25694,6.878286364,0,0,-68.00000013,0,0,94.59999997,6.000000013,16,3.2
43815.26042,6.938406464,0,0,-60.0000008,0,0,94.79999998,6.09999999,16,3.2
43815.26389,6.93840647,0,0,-51.0000003,0,0,94.8,6.1,16,3.2
43815.26736,6.94570065,0,0,-53.0000001,0,0,94.9,6.1,16,3.2
43815.27083,6.952995305,0,0,-55.9999997,0,0,95.00000001,6.10000001,16,3.2
43815.27431,7.006325233,0,0,-53.0000004,0,0,95.09999999,6.199999987,16,3.2
43815.27778,7.00632524,0,0,-52.00000007,0,0,95.1,6.2,16,3.2
43815.28125,7.00632524,0,0,-53,0,0,95.1,6.2,16,3.2
43815.28472,7.06741142,0,0,-51.99999966,0,0,95.3,6.3,16,2.7
43815.28819,7.06741142,0,0,-47.00000067,0,0,95.3,6.3,16,2.7
43815.29167,7.06741142,0,0,-42.0000005,0,0,95.3,6.3,16,2.7
43815.29514,7.074802,0,0,-39.0000001,0,0,95.4,6.3,16,2.200000017
43815.29861,7.028353002,0,0,-41.9999998,0,0,95.40000001,6.200000003,16,2.2
43815.30208,7.096974,0,0,-35.9999998,0,0,95.7,6.3,16,2.20000005
43815.30556,7.096974,0,0,-34.00000027,0,0,95.7,6.3,16,2.699999933
43815.30903,7.158716996,0,0,-32.00000013,0,0,95.89999999,6.399999993,16,2.7
43815.3125,7.151278,0,0,-37,0,0,95.8,6.4,16,2.7
43815.31597,7.205951998,0,0,-40.0000002,0,0,95.89999998,6.5,16,2.7
43815.31944,7.183488003,0,0,-42.9999996,0,0,95.60000004,6.5,16,2.7
43815.32292,7.198464388,0,0,-38.0000005,0,0,95.79999998,6.5,16,2.7
43815.32639,7.205952,0,0,-39.99999993,0,0,95.9,6.5,16,2.7
43815.32986,7.245924,0,0,-42.0000003,0,0,95.8,6.6,16,3.2
43815.33333,7.253461359,0,0,-51.0000005,0,0,95.89999999,6.6,16,3.2
43815.33681,7.245924001,0,0,-55.99999933,0,0,95.80000001,6.6,16,3.2
43815.34028,7.316418995,0,0,-48.00000054,0,0,96.09999998,6.699999993,16,3.2
43815.34375,7.3722167,0,0,-39,0,0,96.2,6.8,16,3.2
43815.34722,7.454005003,0,0,-40.99999966,0,0,95.99999999,7.000000007,16,3.2
43815.35069,7.495168994,0,0,-36.00000067,0,0,95.90000001,7.099999987,16,3.2
43815.35417,7.520837307,0,0,-34.0000002,0,0,95.60000003,7.19999999,16,3.2
43815.35764,7.554372309,0,0,-43.99999966,0,0,95.40000001,7.299999997,16,3.2
43815.36111,7.489483004,0,0,-36.00000007,0,0,95.20000001,7.200000007,16,3.2
43815.36458,7.603867528,2.01E-07,2.01E-07,-38.0000001,0,0,95.39999998,7.4,16,3.2
43815.36806,7.587984562,1.999999732,1.999999732,-38.99999987,0,0,95.20000003,7.4,16,3.2
43815.37153,7.572101591,1.34E-07,4.999999799,-35.00000027,0,0,95.00000001,7.4,16,3.2
43815.375,7.629668,1,6,-35,0,0,95.1,7.5,16,3.2
43815.37847,7.663489001,2.000000134,7.000000067,-28,0,0,94.90000001,7.6,16,3.2
43815.38194,7.671534539,3.999999732,7.999999866,-28,0,0,94.99999999,7.6,16,3.2
43815.38542,7.689288618,7.999999598,16.99999909,-27.0000001,0,0,94.60000004,7.69999999,16,3.2
43815.38889,7.731361999,13.9999998,27.99999963,-32.9999998,0,0,94.5,7.799999997,16,3.2
43815.39236,7.715060711,12.00000007,26.00000013,-26.00000007,1,0,94.29999999,7.800000003,16,3.20000001
43815.39583,7.749006003,14.0000005,30.00000091,-28.0000004,1.000000101,0,94.09999997,7.90000001,16,3.5
43815.39931,7.774769997,18.99999933,38.99999879,-31.99999946,1.999999866,0,93.80000004,7.999999987,16,3.5
43815.40278,7.825434997,19,40.99999987,-32,2,0,93.8,8.099999993,16,3.5
43815.40625,7.73348141,21,44,-33,3,0,93.3,8,16,4
43815.40972,7.76725531,23.0000004,46.00000094,-33,4,0,93.1,8.1,16,4
43815.41319,7.76725531,28.9999992,59.99999812,-33,4,0,93.1,8.1,16,4
43815.41667,7.750632292,31.9999997,64.9999995,-33.9999999,4.999999899,0,92.90000002,8.1,16,3.50000005
43815.42014,7.801102638,34.9999999,69.99999983,-34.99999997,5.999999966,0,92.9,8.199999997,16,3.5
43815.42361,7.809468001,34.9999999,74.99999977,-33,7.000000034,0,93,8.200000003,16,3.5
43815.42708,7.851862434,32.0000005,68.00000101,-32.9999995,8.000000101,0,92.89999999,8.30000001,16,3.50000002
43815.43056,7.894437994,36.99999933,77.99999866,-28.00000067,8.999999866,0,92.80000001,8.399999987,16,3.699999973
43815.43403,7.877488611,37,77.00000007,-28,9.999999933,0,92.60000001,8.4,16,4.59999994
43815.4375,7.852065,35,77,-29,11,0,92.3,8.4,16,4.6
43815.44097,7.835114999,33.00000027,71.00000067,-30.00000013,12.00000013,0,92.09999999,8.4,16,4.600000007
43815.44444,7.826640001,36.99999946,80.99999866,-31.99999973,13.99999973,0,92.00000001,8.4,16,4.699999987
43815.44792,7.894548413,44.9999992,94.99999859,-32,14.9999999,0,92.19999998,8.49999999,16,4.7
43815.45139,7.877489001,47.9999999,99.99999983,-34.9999999,15.99999997,0,92.00000001,8.5,16,4.7
43815.45486,7.860430001,52.99999993,109,-38.99999993,18.00000003,0,91.8,8.500000003,16,4.699999983
43815.45833,7.90287352,51.00000091,109.0000018,-37.0000003,19.0000002,0,91.7,8.6,16,4.2
43815.46181,7.90287352,59.99999879,126.9999976,-39.9999996,20.99999973,0,91.7,8.6,16,4.2
43815.46528,7.90287352,54.0000004,114.0000009,-37.0000002,22.99999987,0,91.7,8.6,16,4.2
43815.46875,7.936857,61,127,-35,25,0,91.5,8.7,16,4.2
43815.47222,7.877117634,63.9999998,134.9999995,-36,26.00000013,0,91.40000001,8.600000007,32,4.2
43815.47569,7.936856992,61.0000004,128.0000009,-36,27.99999973,0,91.49999999,8.699999987,32,4.2
43815.47917,7.919575692,62.9999998,131.9999996,-34.0000002,29.9999998,0,91.30000002,8.7,32,4.2
43815.48264,7.970910548,63,134.9999999,-34.99999997,31.99999993,0,91.3,8.799999997,32,4.2
43815.48611,7.962212997,66.0000001,141.0000002,-31.9999999,34.00000007,0,91.19999999,8.799999997,32,4.2
43815.48958,7.885011006,69.00000131,147.0000023,-29.0000002,36.0000002,0,90.90000001,8.70000001,32,4.2
43815.49306,7.944819992,81.99999826,169.9999969,-30.99999973,37.99999973,0,90.99999999,8.799999987,32,4.2
43815.49653,7.996278997,78.00000027,166.0000003,-35.99999966,40.9999998,0,91,8.899999993,32,4.2
43815.5,7.996279,62,136,-37,43,0,91,8.9,32,4.2
43815.50347,7.918728348,58.99999966,126.9999994,-36.99999993,44.00000013,0,90.70000002,8.799999993,32,4.2
43815.50694,7.893652003,54.00000067,118.0000012,-36.00000013,45.99999973,0,90.99999996,8.700000013,32,4.2
43815.51042,7.927425997,54.9999999,118,-35.0000001,47.9999998,0,90.80000002,8.79999999,32,4.2
43815.51389,7.910934001,49.0000002,106.0000004,-31.00000013,48.99999997,0,91.19999999,8.700000003,32,4.2
43815.51736,7.944820001,55.00000044,120.0000007,-30.00000007,51.00000007,0,91.00000001,8.8,32,4.199999983
43815.52083,7.962212998,67.9999998,142.0000002,-32.0000001,53.0000002,0,91.19999998,8.8,32,3.7
43815.52431,7.944820002,66.00000027,143.9999997,-32.99999987,54.99999973,0,91.00000003,8.8,32,3.7
43815.52778,7.94482,59.00000047,131.0000009,-32.00000007,56.99999987,0,91,8.8,32,3.7
43815.53125,7.927426,53,115,-33,58,0,90.8,8.8,32,3.7
43815.53472,7.953516479,46.99999993,103.9999999,-30.99999987,60.00000007,0,91.09999999,8.8,32,3.7
43815.53819,7.936123002,46.00000013,103.0000001,-29.00000027,60.99999987,0,90.90000003,8.8,32,3.7
43815.54167,7.996278994,48.9999997,105.9999997,-28.0000001,61.9999999,0,90.99999999,8.89999999,32,3.7
43815.54514,7.927426002,49.99999997,107.9999999,-28,63.99999993,0,90.80000001,8.800000003,32,3.7
43815.54861,7.910031321,49.00000007,107.0000001,-27.00000003,65.00000007,0,90.60000001,8.8,32,3.7
43815.55208,7.936123001,50.99999859,109.9999975,-27.99999909,67.0000001,0,90.90000001,8.8,32,3.7
43815.55556,7.944819999,37.00000188,85.00000335,-19.00000121,67.99999987,0,90.99999999,8.8,32,3.7
43815.55903,7.918728352,35.00000013,78.00000047,-19.99999993,68.99999993,0,90.70000002,8.8,32,3.7
43815.5625,7.927426,33,75,-22,70,0,90.8,8.8,32,3.7
43815.56597,7.918728351,33.0000006,76.00000121,-25.00000013,71.00000007,0,90.70000001,8.8,32,3.7
43815.56944,7.936122998,41.99999879,93.99999759,-26.99999973,71.99999987,0,90.89999997,8.8,32,3.7
43815.57292,7.970018997,40.0000002,88.0000006,-27,73.9999998,0,90.70000002,8.89999999,32,3.7
43815.57639,7.96126556,47.99999973,101.9999995,-28.99999993,74.99999997,0,90.6,8.9,32,3.7
43815.57986,7.970019,54.99999977,121.9999994,-29,77.00000003,0,90.7,8.9,32,3.699999983
43815.58333,7.978772647,47.99999889,102.9999982,-29,78.0000001,0,90.80000002,8.90000001,32,3.2
43815.58681,8.048030991,37.00000148,85.00000241,-29,78.99999987,0,90.99999997,8.999999987,32,3.2
43815.59028,7.918728359,36.00000007,79.0000004,-26.0000002,79.99999993,0,90.70000002,8.800000013,32,3.2
43815.59375,8.013784,25,58,-26,81,0,91.2,8.9,32,3.2
43815.59722,8.056840995,23.00000007,52.0000004,-25.99999987,82.00000007,0,91.09999998,8.999999993,32,3.2
43815.60069,7.97877265,23.99999987,57.9999992,-24.00000027,82.99999987,0,90.80000004,8.900000013,32,3.2
43815.60417,8.048030993,22.0000002,50.0000008,-23.0000001,83,0,90.99999998,8.99999999,32,2.70000005
43815.60764,8.005032001,22.99999997,53.99999987,-23,83.99999997,0,91.1,8.900000003,32,2.7
43815.61111,8.118504997,22.00000007,50.0000001,-21.99999987,85,0,91.80000001,8.999999993,31.99999946,2.7
43815.61458,8.03178501,24,53.0000003,-18,85.0000001,1.01E-07,92.00000011,8.8,16,2.7
43815.61806,8.127439487,24,55.9999996,-18,85.99999987,0.999999866,93.09999985,8.8,16,2.7
43815.62153,8.092380002,21.0000002,51.00000034,-18,86.99999993,6.71E-08,93.29999999,8.700000007,16,2.7
43815.625,8.057821,15,38,-18,87,0,92.9,8.7,16,2.7
43815.62847,8.17961,18.00000054,43.00000067,-15.00000007,88.00000007,0.999999933,93.7,8.8,16,2.7
43815.63194,8.17961,25.99999893,52.99999866,-15.99999987,88.99999987,1.34E-07,93.7,8.8,16,2.7
43815.63542,8.17961,22.0000004,50.0000003,-15.0000001,89,0,93.7,8.8,16,2.20000005
43815.63889,8.170915,21.00000003,46.00000013,-13.00000007,89.99999997,0,93.6,8.8,16,2.2
43815.64236,8.144216001,20.99999993,45.9999999,-13,91,0,93.90000001,8.7,16,2.2
43815.64583,8.178771002,19.0000001,43.0000003,-13,91.0000001,0,94.30000002,8.7,16,2.2
43815.64931,8.196047998,19.99999987,45.9999996,-13,91.99999987,0,94.49999997,8.7,16,2.2
43815.65278,8.196048,13.00000047,30.00000107,-14.99999987,92,0.999999933,94.5,8.7,16,2.2
43815.65625,8.221964,14,31,-16,93,0,94.8,8.7,16,2.2
43815.65972,8.143229999,8.999999799,21.99999966,-14.99999993,93,0,94.49999999,8.6,16,2.2
43815.66319,8.134647001,6.000000402,17.00000067,-14.00000013,93,0,94.40000001,8.6,16,2.2
43815.66667,8.151813508,5.000000101,14.0000003,-13.0000001,93,0,94.59999998,8.6,16,2.2
43815.67014,8.196047999,4.000000034,11.0000001,-13,93,0,94.5,8.699999997,16,2.2
43815.67361,8.143230003,1.999999966,7,-13,94,0,94.50000002,8.600000003,16,2.2
43815.67708,8.239240996,0.999999899,6.999999799,-13,94,0,95.00000001,8.69999999,16,2.2
43815.68056,8.194728006,1.34E-07,5.000000268,-13,94,0,95.09999999,8.600000013,16,2.2
43815.68403,8.273791995,0,2.000000201,-13.99999993,94,0,95.39999998,8.699999993,16,2.2
43815.6875,8.194728,0,0,-16,94,0,95.1,8.6,16,2.1
43815.69097,8.177563001,0,0,-16.99999993,94,0,94.90000001,8.6,16,2.1
43815.69444,8.186145999,0,0,-16.00000013,94,0,94.99999999,8.6,16,2.1
43815.69792,8.168980002,0,0,-15.0000001,94,0,94.80000002,8.6,16,2.1
43815.70139,8.16898,0,0,-15.99999997,94,0,94.8,8.6,16,2.1
43815.70486,8.186146,0,0,-18.00000007,94,0,95,8.6,16,2.1
43815.70833,8.194727992,0,0,-20,94,0,95.09999997,8.59999999,16,2.09999996
43815.71181,8.116297011,0,0,-20,94,0,94.80000004,8.500000013,16,1.700000054
43815.71528,8.055439004,0,0,-20,94,0,94.70000001,8.400000007,16,1.40000002
43815.71875,8.046966,0,0,-22,94,0,94.6,8.4,16,1.3
43815.72222,8.063911999,0,0,-19.99999987,94,0,94.79999999,8.4,16,1.3
43815.72569,8.046966002,0,0,-18.00000027,94,0,94.60000003,8.4,16,1.3
43815.72917,8.099239995,0,0,-17.0000001,94,0,94.6,8.49999999,16,1.79999995
43815.73264,8.046966002,0,0,-17.99999997,94,0,94.6,8.400000003,16,1.8
43815.73611,8.046966002,0,0,-16.99999993,94,0,94.60000001,8.400000003,16,1.8
43815.73958,8.116297003,0,0,-15,94,0,94.80000003,8.5,16,1.8
43815.74306,8.141878997,0,0,-15,94,0,95.09999996,8.5,16,1.8
43815.74653,8.150406999,0,0,-14.00000007,94,0.999999933,95.19999999,8.5,16,1.8
43815.75,8.10627651,0,0,-13,94,0,95.3,8.4,16,1.8
43815.75347,8.167461998,0,0,-14.00000007,94,6.71E-08,95.40000002,8.499999993,16,1.8
43815.75694,8.140166004,0,0,-14.99999987,94,0.999999866,95.69999996,8.400000013,16,1.8
43815.76042,8.157110998,0,0,-12.0000003,94,1,95.89999998,8.4,16,1.8
43815.76389,8.182527999,0,0,-10.00000007,94,3.35E-08,96.19999999,8.4,16,1.8
43815.76736,8.112843511,0,0,-8.999999966,94,3.35E-08,96.00000001,8.3,16,1.8
43815.77083,8.129679002,0,0,-8,94,1,96.20000002,8.3,16,1.8
43815.77431,8.146513998,0,0,-8,94,1,96.39999997,8.3,16,1.8
43815.77778,8.085494004,0,0,-9.999999866,94,6.71E-08,96.30000001,8.200000007,16,1.8
43815.78125,8.093858,0,0,-10,94,0,96.4,8.2,16,1.6
43815.78472,8.17176499,0,0,-8.000000067,94,0,96.69999997,8.299999987,16,1.299999973
43815.78819,8.02488102,0,0,-8.999999866,94,0,96.20000007,8.100000027,16,0.900000054
43815.79167,8.110582991,0,0,-8.000000101,94,0,96.59999996,8.19999999,16,0.60000003
43815.79514,8.024881003,0,0,-8,94,0,96.20000001,8.100000003,16,0.200000013
43815.79861,8.024880999,0,0,-7,94,3.35E-08,96.19999999,8.1,16,0
43815.80208,8.008262995,0,0,-6.999999899,94,1,96,8.09999999,16,1.01E-07
43815.80556,7.956418517,0,0,-6.000000134,94,1,96,8.000000013,16,0.999999866
43815.80903,8.008262997,0,0,-6,94,6.71E-08,96,8.099999993,16,1
43815.8125,8.008263,0,0,-4,94,0,96,8.1,16,1
43815.81597,8.016571994,0,0,-4.999999933,94,0,96.09999997,8.099999993,16,1
43815.81944,7.931649691,0,0,-4.000000134,94,0,95.70000005,8.000000013,16,1
43815.82292,7.964674467,0,0,-4,94,0,96.09999996,8,16,1
43815.82639,7.929478651,0,0,-4.999999966,94,0,96.29999999,7.900000003,16,1
43815.82986,8.074737999,0,0.999999966,-3.000000034,94,1,96.8,8.099999997,16,0.899999983
43815.83333,8.030720995,0,0,-3.999999899,94,1,96.9,7.99999999,16,0.39999996
43815.83681,7.978693007,0,0,-3.000000134,94,1,96.9,7.900000013,16,5.36E-08
43815.84028,7.951409342,0,0,-3,94,1,97.19999998,7.800000007,8.000000536,0
43815.84375,7.90791273,0,0,-4,94,1,97.3,7.7,8,0
43815.84722,7.948393342,0,0,-3,94,1,97.80000003,7.7,8,0
43815.85069,7.980776306,0,0,-3,94,1,98.19999995,7.7,8,0
43815.85417,7.98077631,0,0,-2.000000101,94,1.01E-07,98.2,7.7,8,0
43815.85764,7.912867552,0,0,-1.000000034,94,0,98.00000001,7.600000003,8,0
43815.86111,7.961127761,0,0,-2.000000034,94,1,98.60000002,7.6,8,0
43815.86458,8.001342992,0,0,-3,94,0.999999899,99.09999997,7.59999999,8,0
43815.86806,7.92537643,0,0,-3,94,1.34E-07,98.80000004,7.500000013,8,0
43815.87153,7.881774433,0,0,-2.000000067,94,0.999999933,98.89999999,7.400000007,8,0
43815.875,7.88971329,0,0,-2,94,1,99,7.4,8,0
43815.87847,7.87780237,0,0,-2,94,1,99.5,7.3,7.999999732,0
43815.88194,7.87780237,0,0,-2,94,1,99.5,7.3,4.000000536,0
43815.88542,7.87780237,0,0,-1.000000101,94,1,99.5,7.3,4,0
43815.88889,7.826492002,0,0,-1,94,1,99.5,7.200000003,4,0
43815.89236,7.826492,0,3.35E-08,-3,94,1,99.5,7.2,4,0
43815.89583,7.826492,0,0.999999899,-2.999999899,94,1,99.5,7.2,4,0
43815.89931,7.826492,0,1.34E-07,-2.000000134,94,1,99.5,7.2,4,0
43815.90278,7.826492,0,0,-2.999999933,94,1,99.5,7.2,4,0
43815.90625,7.77547646,0,0,-2,94,1,99.5,7.1,4,0
43815.90972,7.826492,0,0,-1.999999933,94,1,99.5,7.2,4,0
43815.91319,7.826492,0,0,-1.000000134,94,1,99.5,7.2,4,0
43815.91667,7.775476465,0,0,-1,94,1,99.5,7.10000001,4,0
43815.92014,7.77547646,0,0,-1.999999966,94,1,99.5,7.1,4,0
43815.92361,7.77547646,0,0,-1.999999966,94,1,99.5,7.1,4,0
43815.92708,7.77547646,0,0,-1.000000201,94,1,99.5,7.1,4,0
43815.93056,7.77547646,0,0,-2.999999732,94,1,99.5,7.1,4,0
43815.93403,7.724754003,0,0,-3,94,1,99.5,7.000000007,4,0
43815.9375,7.724754,0,0,-2,94,1,99.5,7,2,0
43815.94097,7.724754,0,0,-1.000000134,94,1,99.5,7,2,0
43815.94444,7.724754,0,0,-2.999999732,94,1,99.5,7,2,0
43815.94792,7.674322615,0,0,-1.000000201,94,1,99.5,6.90000001,2,0
43815.95139,7.67432261,0,0,-1.999999966,94,1,99.5,6.9,2,0.499999983
43815.95486,7.624181752,0,0,-2,94,1,99.5,6.800000003,2,1
43815.95833,7.674322605,0,0,-1.999999899,94,1,99.5,6.89999999,2,1
43815.96181,7.624181757,0,0,-1.000000134,94,1,99.5,6.800000013,2,1
43815.96528,7.62418175,0,0,-2.999999866,94,1,99.5,6.8,2,1.499999966
43815.96875,7.62418175,0,0,-2,94,1,99.5,6.8,2,1.5
43815.97222,7.62418175,0,0,-2,94,0,99.5,6.8,2,1.5
43815.97569,7.62418175,0,0,-2,94,0,99.5,6.8,2,1.5
43815.97917,7.62418175,0,0,-2.999999899,94,0,99.5,6.8,2,1.5
43815.98264,7.62418175,0,0,-2.000000034,94,0,99.5,6.8,2,1.5
43815.98611,7.624181752,0,0,-1.999999966,94,0,99.5,6.800000003,2,1.5
43815.98958,7.67432261,0,0,-1.000000101,94,0,99.5,6.9,2,1.5
43815.99306,7.67432261,0,0,-1.999999866,94,0,99.5,6.9,2,1.5
43815.99653,7.67432261,0,0,-1.000000067,94,0,99.5,6.9,2,1.5
43816,7.67432261,0,0,-2,94,0,99.5,6.9,4,1.5
43816.00347,7.724753997,0,0,-2.999999866,0,0,99.5,6.999999993,4,2
43816.00694,7.674322617,0,0,-1.000000268,0,0,99.5,6.900000013,4,2
43816.01042,7.724753995,0,0,-1,0,0,99.5,6.99999999,4,2
43816.01389,7.724754,0,0,-2.999999933,0,0,99.5,7,4,2
43816.01736,7.724754,0,0,-1,0,0,99.5,7,4,2.5
43816.02083,7.724754005,0,0,-1,0,0,99.5,7.00000001,4,2.5
43816.02431,7.775476453,0,0,-1,0,0,99.5,7.099999987,4,2.5
43816.02778,7.77547646,0,0,-1.999999933,0,0,99.5,7.1,4,2.5
43816.03125,7.77547646,0,0,-2,0,0,99.5,7.1,4,2.5
43816.03472,7.77547646,0,0,-3,0,0,99.5,7.1,4,2.5
43816.03819,7.77547646,0,0,-3,0,0,99.5,7.1,4,2.5
43816.04167,7.724754005,0,0,-2.000000101,0,0,99.5,7.00000001,4,2.5
43816.04514,7.724754,0,0,-2.999999966,0,0,99.5,7,4,2.5
43816.04861,7.724754002,0,0,-3,0,0,99.5,7.000000003,4,2.5
43816.05208,7.775476455,0,0,-2.999999899,0,0,99.5,7.09999999,4,2.5
43816.05556,7.724754007,0,0,-2.000000134,0,0,99.5,7.000000013,4,2.5
43816.05903,7.826491993,0,0,-2,0,0,99.5,7.199999987,4,1.800000047
43816.0625,7.77547646,0,0,-3,0,0,99.5,7.1,4,1.3
43816.06597,7.775476457,0,0,-3,0,0,99.5,7.099999993,4,0.799999973
43816.06944,7.724754007,0,0,-3,0,0,99.5,7.000000013,4,0.400000054
43816.07292,7.674322615,0,0,-2.000000101,0,0,99.5,6.90000001,4,4.02E-08
43816.07639,7.624181752,0,0,-2.999999966,0,0,99.5,6.800000003,4,0
43816.07986,7.574328998,0,0,-3,0,0,99.5,6.699999997,3.999999933,0
43816.08333,7.524764,0,0,-3,0,0,99.5,6.6,2,0
43816.08681,7.524764,0,0,-3,0,0,99.5,6.6,2,0
